SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household tenure - 5 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household tenure - 5 groups, collapsed","Owned: Owned outright","Owned: Owns with a mortgage or loan or shared ownership","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord","Private rented","Living rent free","Total",
"Data Zone (2022)",
"S01017779",191,80,22,39,8,336,
"S01017780",138,142,113,89,4,489,
"S01017781",137,98,41,25,1,304,
"S01017782",112,58,123,35,3,333,
"S01017783",48,74,156,28,5,311,
"S01017784",104,132,41,96,7,382,
"S01017785",174,132,1,34,6,349,
"S01017786",192,129,6,30,4,358,
"S01017787",164,119,1,24,2,311,
"S01017788",72,65,127,88,3,358,
"S01017789",62,76,131,173,11,453,
"S01017790",151,119,42,107,7,433,
"S01017791",96,50,130,52,4,332,
"S01017792",48,40,70,125,2,285,
"S01017793",105,71,108,76,2,363,
"S01017794",193,92,3,27,4,319,
"S01017795",253,94,24,42,3,422,
"S01017796",141,83,45,115,5,390,
"S01017797",171,144,21,113,10,460,
"S01017798",228,105,82,57,7,483,
"S01017799",80,59,83,28,3,256,
"S01017800",120,50,57,88,8,323,
"S01017801",144,130,138,53,5,473,
"S01017802",125,109,252,29,9,524,
"S01017803",83,64,57,22,6,232,
"S01017804",86,83,136,26,6,337,
"S01017805",139,133,45,51,3,371,
"S01017806",56,60,147,92,7,363,
"S01017807",135,106,129,59,12,441,
"S01017808",134,105,308,123,6,677,
"S01017809",103,82,39,140,4,366,
"S01017810",38,58,361,50,8,518,
"S01017811",60,53,174,30,3,319,
"S01017812",32,31,227,13,6,310,
"S01017813",28,34,228,10,4,308,
"S01017814",33,23,320,16,4,393,
"S01017815",125,95,7,77,4,311,
"S01017816",193,92,2,29,3,320,
"S01017817",149,98,1,47,2,297,
"S01017818",114,108,44,36,1,309,
"S01017819",162,75,9,34,4,285,
"S01017820",77,93,133,42,7,352,
"S01017821",68,154,91,29,3,341,
"S01017822",82,89,76,16,2,263,
"S01017823",132,159,40,40,1,372,
"S01017824",128,51,8,14,3,203,
"S01017825",100,129,75,33,4,343,
"S01017826",182,108,6,25,8,331,
"S01017827",161,79,1,60,8,309,
"S01017828",136,68,65,29,5,303,
"S01017829",134,82,77,54,12,357,
"S01017830",161,159,33,18,3,378,
"S01017831",219,117,16,67,10,429,
"S01017832",88,92,91,28,4,300,
"S01017833",171,78,6,14,5,274,
"S01017834",216,122,12,33,7,392,
"S01017835",187,106,4,20,9,322,
"S01017836",259,123,26,61,23,492,
"S01017837",191,147,101,70,8,517,
"S01017838",153,82,12,37,9,293,
"S01017839",97,55,74,31,15,276,
"S01017840",163,73,6,29,10,282,
"S01017841",153,58,24,31,13,282,
"S01017842",162,93,91,32,16,398,
"S01017843",185,75,49,31,7,339,
"S01017844",121,64,140,18,6,349,
"S01017845",224,113,98,29,16,480,
"S01017846",84,35,78,13,5,215,
"S01017847",158,64,56,21,4,302,
"S01017848",232,64,28,30,3,357,
"S01017849",281,88,47,41,11,467,
"S01017850",173,64,16,15,5,273,
"S01017851",185,74,40,18,6,323,
"S01017852",124,54,82,39,1,297,
"S01017853",95,64,170,44,10,382,
"S01017854",108,140,211,26,10,496,
"S01017855",250,128,25,45,8,456,
"S01017856",258,113,46,30,18,465,
"S01017857",252,93,25,21,18,412,
"S01017858",207,64,35,13,10,331,
"S01017859",180,58,48,26,17,331,
"S01017860",238,80,72,27,17,434,
"S01017861",212,68,51,45,18,391,
"S01017862",228,74,45,40,13,404,
"S01017863",134,61,61,30,10,298,
"S01017864",230,67,11,44,17,362,
"S01017865",126,75,118,31,8,360,
"S01017866",152,40,18,18,13,241,
"S01017867",188,51,38,15,6,300,
"S01017868",169,77,5,42,10,303,
"S01017869",182,112,82,39,11,426,
"S01017870",246,121,29,62,11,469,
"S01017871",164,67,42,48,27,348,
"S01017872",110,78,11,43,8,248,
"S01017873",120,79,13,24,7,246,
"S01017874",190,121,85,42,7,446,
"S01017875",254,114,5,26,12,415,
"S01017876",198,98,6,55,3,358,
"S01017877",94,80,95,20,2,291,
"S01017878",102,122,82,22,7,335,
"S01017879",121,120,25,22,4,292,
"S01017880",98,119,98,26,8,348,
"S01017881",96,129,69,9,5,313,
"S01017882",116,49,4,37,6,212,
"S01017883",113,82,43,16,7,264,
"S01017884",155,98,37,18,3,308,
"S01017885",93,63,139,13,6,318,
"S01017886",199,99,37,11,4,350,
"S01017887",91,70,100,23,6,291,
"S01017888",85,66,53,18,3,229,
"S01017889",86,37,150,47,10,330,
"S01017890",118,122,94,31,8,373,
"S01017891",141,99,126,118,4,486,
"S01017892",181,107,34,22,4,351,
"S01017893",189,121,112,44,13,477,
"S01017894",191,110,57,44,5,407,
"S01017895",203,184,36,52,15,490,
"S01017896",245,106,52,20,4,424,
"S01017897",139,78,37,29,9,292,
"S01017898",244,134,69,23,9,478,
"S01017899",168,79,18,33,8,302,
"S01017900",165,103,81,32,8,389,
"S01017901",192,99,42,50,3,386,
"S01017902",156,90,10,21,8,282,
"S01017903",113,80,15,18,1,226,
"S01017904",189,64,8,21,3,283,
"S01017905",265,101,17,32,10,425,
"S01017906",171,102,86,52,9,418,
"S01017907",96,60,156,12,11,332,
"S01017908",54,47,130,11,3,245,
"S01017909",80,78,184,18,5,369,
"S01017910",29,35,218,7,2,291,
"S01017911",113,89,13,17,0,234,
"S01017912",73,57,166,27,11,337,
"S01017913",106,93,80,40,6,327,
"S01017914",93,56,75,19,5,248,
"S01017915",119,122,125,35,8,411,
"S01017916",33,22,188,12,3,258,
"S01017917",147,152,58,28,5,387,
"S01017918",102,82,126,34,8,347,
"S01017919",64,51,142,11,2,270,
"S01017920",230,106,72,41,5,453,
"S01017921",121,49,109,46,13,338,
"S01017922",202,135,48,70,9,464,
"S01017923",125,85,139,23,5,373,
"S01017924",172,68,22,33,7,298,
"S01017925",157,64,9,42,5,277,
"S01017926",143,66,14,48,11,282,
"S01017927",121,47,163,29,6,368,
"S01017928",96,100,107,50,5,360,
"S01017929",155,114,205,25,6,500,
"S01017930",105,59,98,41,7,314,
"S01017931",85,67,65,34,5,258,
"S01017932",162,88,24,25,9,308,
"S01017933",213,60,36,31,23,360,
"S01017934",203,75,34,33,9,352,
"S01017935",106,58,90,36,11,300,
"S01017936",185,73,60,26,9,351,
"S01017937",124,46,4,35,10,219,
"S01017938",141,63,31,27,10,271,
"S01017939",159,62,80,24,5,330,
"S01017940",181,58,25,26,9,302,
"S01017941",267,89,87,42,21,507,
"S01017942",191,90,71,25,9,388,
"S01017943",169,59,104,13,10,357,
"S01017944",126,48,72,22,7,278,
"S01017945",166,44,7,27,9,253,
"S01017946",168,71,81,39,13,371,
"S01017947",212,73,90,42,21,444,
"S01017948",232,63,43,48,20,406,
"S01017949",220,85,31,17,7,360,
"S01017950",182,55,70,22,7,340,
"S01017951",174,136,15,17,13,355,
"S01017952",87,74,67,26,7,261,
"S01017953",75,37,102,31,6,251,
"S01017954",49,40,154,18,1,260,
"S01017955",107,58,152,22,5,352,
"S01017956",105,68,60,19,6,262,
"S01017957",154,100,50,40,6,351,
"S01017958",122,58,89,27,3,299,
"S01017959",91,53,98,22,7,264,
"S01017960",88,78,137,16,4,323,
"S01017961",160,79,42,7,9,294,
"S01017962",150,110,23,12,5,300,
"S01017963",213,92,59,24,8,395,
"S01017964",146,65,39,37,3,293,
"S01017965",139,87,56,14,5,301,
"S01017966",193,75,21,22,11,317,
"S01017967",266,102,18,25,10,417,
"S01017968",99,53,113,16,7,288,
"S01017969",159,78,17,17,7,275,
"S01017970",119,94,29,28,5,275,
"S01017971",215,133,66,46,20,480,
"S01017972",196,93,14,53,7,363,
"S01017973",185,99,17,23,8,334,
"S01017974",163,67,25,34,8,297,
"S01017975",157,64,126,60,13,420,
"S01017976",117,94,130,36,8,382,
"S01017977",125,81,106,17,8,341,
"S01017978",108,70,48,6,3,234,
"S01017979",180,110,70,53,1,414,
"S01017980",140,69,211,30,3,454,
"S01017981",84,53,105,32,3,277,
"S01017982",154,62,58,23,6,303,
"S01017983",82,58,72,21,2,239,
"S01017984",82,70,49,11,2,216,
"S01017985",171,86,25,17,3,302,
"S01017986",145,49,46,18,6,263,
"S01017987",260,58,51,31,25,426,
"S01017988",210,62,73,30,13,388,
"S01017989",105,43,63,17,11,235,
"S01017990",201,57,34,40,29,361,
"S01017991",157,96,24,33,4,314,
"S01017992",212,131,5,23,3,377,
"S01017993",258,151,11,66,2,489,
"S01017994",126,93,28,34,4,285,
"S01017995",117,73,4,22,3,219,
"S01017996",151,68,3,15,4,240,
"S01017997",115,106,19,44,1,281,
"S01017998",80,98,21,31,5,232,
"S01017999",81,154,0,6,0,241,
"S01018000",78,230,2,15,2,332,
"S01018001",187,84,3,33,2,310,
"S01018002",127,80,0,10,0,215,
"S01018003",116,72,2,14,0,205,
"S01018004",100,112,4,4,1,221,
"S01018005",266,137,14,47,6,467,
"S01018006",140,109,12,35,0,291,
"S01018007",63,130,4,4,1,200,
"S01018008",207,126,4,13,2,348,
"S01018009",340,131,4,20,2,498,
"S01018010",142,76,5,6,2,229,
"S01018011",206,125,5,47,8,393,
"S01018012",137,144,25,14,2,318,
"S01018013",135,118,33,22,5,317,
"S01018014",152,120,35,27,2,337,
"S01018015",139,67,8,66,6,285,
"S01018016",182,125,13,82,2,407,
"S01018017",149,80,161,141,4,534,
"S01018018",130,99,94,118,1,444,
"S01018019",155,105,2,16,3,281,
"S01018020",117,79,18,12,2,231,
"S01018021",100,98,56,28,3,281,
"S01018022",119,116,3,13,0,251,
"S01018023",121,103,9,14,1,248,
"S01018024",123,99,82,13,2,319,
"S01018025",152,129,84,28,4,400,
"S01018026",129,113,198,34,4,480,
"S01018027",71,55,156,22,0,305,
"S01018028",105,91,148,21,4,366,
"S01018029",81,54,151,27,2,315,
"S01018030",109,84,177,35,1,407,
"S01018031",66,53,66,27,1,216,
"S01018032",123,112,123,41,5,404,
"S01018033",105,123,82,18,4,329,
"S01018034",88,56,104,24,3,275,
"S01018035",129,112,163,22,2,429,
"S01018036",122,68,92,28,0,310,
"S01018037",79,68,122,50,2,320,
"S01018038",23,28,228,20,0,299,
"S01018039",137,115,9,25,4,290,
"S01018040",178,75,4,9,2,268,
"S01018041",285,103,2,28,4,429,
"S01018042",168,80,14,34,0,300,
"S01018043",158,81,26,24,5,292,
"S01018044",159,88,18,16,13,288,
"S01018045",155,114,2,6,2,279,
"S01018046",190,73,33,67,9,372,
"S01018047",165,143,8,64,6,383,
"S01018048",139,114,60,104,3,420,
"S01018049",50,38,178,72,1,339,
"S01018050",127,121,22,32,5,307,
"S01018051",84,82,45,64,2,277,
"S01018052",97,71,185,94,7,458,
"S01018053",113,73,117,56,2,364,
"S01018054",189,129,107,77,8,507,
"S01018055",170,126,21,15,6,342,
"S01018056",61,77,55,11,0,204,
"S01018057",134,92,26,12,4,266,
"S01018058",100,56,7,0,0,165,
"S01018059",129,128,14,2,1,273,
"S01018060",162,78,203,43,11,496,
"S01018061",87,67,221,99,7,486,
"S01018062",68,45,80,40,2,232,
"S01018063",96,65,243,39,0,443,
"S01018064",111,74,193,99,3,481,
"S01018065",46,30,139,40,4,254,
"S01018066",92,63,227,106,11,499,
"S01018067",42,18,149,101,2,312,
"S01018068",144,84,215,67,7,514,
"S01018069",51,41,167,42,2,305,
"S01018070",81,87,60,73,0,308,
"S01018071",54,34,71,18,2,183,
"S01018072",132,67,163,32,0,390,
"S01018073",62,47,237,17,4,367,
"S01018074",51,54,117,11,0,233,
"S01018075",87,81,22,14,3,207,
"S01018076",84,65,136,56,1,346,
"S01018077",38,29,175,6,3,252,
"S01018078",143,102,138,26,5,414,
"S01018079",74,64,277,34,6,455,
"S01018080",43,57,191,16,2,311,
"S01018081",48,50,227,40,5,372,
"S01018082",54,171,6,11,0,246,
"S01018083",89,139,148,33,0,412,
"S01018084",55,125,5,10,1,197,
"S01018085",87,76,93,48,0,307,
"S01018086",144,103,4,22,3,272,
"S01018087",47,31,110,53,5,240,
"S01018088",89,51,159,67,6,373,
"S01018089",70,45,199,39,8,359,
"S01018090",143,118,43,53,5,364,
"S01018091",113,86,12,14,0,228,
"S01018092",122,96,18,20,3,259,
"S01018093",153,122,87,43,1,407,
"S01018094",107,89,85,30,2,315,
"S01018095",119,87,93,15,2,317,
"S01018096",14,17,149,6,0,186,
"S01018097",81,71,91,10,3,257,
"S01018098",104,47,210,24,5,389,
"S01018099",126,107,118,33,1,385,
"S01018100",95,70,66,6,3,242,
"S01018101",106,79,107,20,2,314,
"S01018102",126,74,146,25,0,373,
"S01018103",89,69,73,19,3,253,
"S01018104",80,87,81,35,4,285,
"S01018105",62,74,90,23,1,254,
"S01018106",150,142,10,55,9,364,
"S01018107",96,219,25,87,8,433,
"S01018108",87,103,131,14,3,333,
"S01018109",90,109,18,18,1,238,
"S01018110",44,168,31,7,1,259,
"S01018111",197,153,11,60,2,423,
"S01018112",153,87,54,24,4,325,
"S01018113",110,108,115,53,6,390,
"S01018114",147,105,60,16,3,333,
"S01018115",80,72,191,35,2,379,
"S01018116",95,64,27,14,2,197,
"S01018117",165,86,4,7,1,265,
"S01018118",187,117,10,7,1,320,
"S01018119",164,89,0,5,0,265,
"S01018120",63,81,81,28,1,250,
"S01018121",66,72,113,28,6,285,
"S01018122",67,65,88,18,1,239,
"S01018123",89,98,162,27,7,385,
"S01018124",73,68,72,20,0,230,
"S01018125",96,72,95,13,6,279,
"S01018126",196,132,4,7,2,341,
"S01018127",144,118,76,14,3,355,
"S01018128",94,130,43,15,1,284,
"S01018129",83,78,25,8,1,196,
"S01018130",86,83,41,14,1,225,
"S01018131",124,79,4,21,0,226,
"S01018132",43,184,1,6,2,236,
"S01018133",53,63,33,128,0,275,
"S01018134",68,146,16,4,0,234,
"S01018135",55,133,36,20,2,246,
"S01018136",50,124,42,28,9,251,
"S01018137",94,169,19,30,5,317,
"S01018138",132,81,10,7,0,230,
"S01018139",119,58,39,8,2,226,
"S01018140",92,106,54,49,6,307,
"S01018141",44,41,47,10,4,140,
"S01018142",99,145,80,23,12,358,
"S01018143",77,86,88,11,4,262,
"S01018144",267,29,16,17,0,330,
"S01018145",150,140,54,28,4,376,
"S01018146",131,107,47,6,4,295,
"S01018147",52,47,94,20,1,214,
"S01018148",119,103,61,34,0,319,
"S01018149",70,106,103,24,2,305,
"S01018150",154,93,28,24,3,302,
"S01018151",152,91,79,16,7,345,
"S01018152",163,133,130,37,0,469,
"S01018153",162,168,43,30,1,409,
"S01018154",78,76,154,17,2,329,
"S01018155",93,66,29,9,3,200,
"S01018156",92,85,132,11,3,323,
"S01018157",40,45,93,10,2,186,
"S01018158",62,64,70,8,2,206,
"S01018159",99,108,64,24,5,300,
"S01018160",75,80,138,47,6,347,
"S01018161",87,107,111,35,5,348,
"S01018162",97,101,116,27,4,345,
"S01018163",125,84,93,41,3,346,
"S01018164",231,165,27,22,6,451,
"S01018165",156,108,66,34,10,375,
"S01018166",167,98,27,7,2,301,
"S01018167",79,271,4,41,1,396,
"S01018168",107,128,53,22,6,316,
"S01018169",110,168,23,4,3,305,
"S01018170",26,156,48,9,1,244,
"S01018171",27,191,0,5,3,230,
"S01018172",28,191,28,22,1,267,
"S01018173",75,88,51,30,1,242,
"S01018174",69,105,3,3,0,182,
"S01018175",112,98,2,5,1,218,
"S01018176",83,115,2,4,0,208,
"S01018177",65,212,8,6,0,291,
"S01018178",56,123,6,3,3,188,
"S01018179",115,90,27,16,2,250,
"S01018180",122,78,6,16,0,221,
"S01018181",62,89,1,8,0,167,
"S01018182",32,139,17,18,2,204,
"S01018183",191,81,4,9,1,290,
"S01018184",129,79,8,11,1,231,
"S01018185",184,89,1,9,0,285,
"S01018186",153,146,2,12,1,313,
"S01018187",204,143,50,62,9,470,
"S01018188",40,172,4,6,0,222,
"S01018189",96,151,33,23,4,307,
"S01018190",31,193,52,9,0,286,
"S01018191",74,137,45,53,2,311,
"S01018192",91,80,86,14,3,274,
"S01018193",95,91,101,13,5,305,
"S01018194",84,93,77,18,2,278,
"S01018195",119,109,29,13,2,276,
"S01018196",92,94,113,49,4,352,
"S01018197",38,209,24,26,0,294,
"S01018198",44,183,30,27,0,285,
"S01018199",86,68,166,12,5,337,
"S01018200",59,87,118,10,4,278,
"S01018201",123,90,128,17,3,365,
"S01018202",51,50,93,4,4,207,
"S01018203",77,70,112,75,7,339,
"S01018204",57,69,234,60,7,427,
"S01018205",53,38,191,30,7,319,
"S01018206",119,103,126,28,3,384,
"S01018207",161,106,68,27,2,364,
"S01018208",66,48,65,11,1,192,
"S01018209",53,150,20,31,2,253,
"S01018210",41,211,52,20,3,327,
"S01018211",152,99,17,57,12,331,
"S01018212",43,100,121,4,0,271,
"S01018213",115,105,114,24,3,365,
"S01018214",40,180,3,13,0,236,
"S01018215",95,70,62,57,15,301,
"S01018216",19,158,24,5,0,206,
"S01018217",112,155,14,25,4,313,
"S01018218",105,116,108,22,4,347,
"S01018219",61,64,101,12,3,245,
"S01018220",122,106,106,25,8,367,
"S01018221",52,84,145,19,1,301,
"S01018222",50,70,141,12,2,274,
"S01018223",33,61,124,10,2,234,
"S01018224",62,74,254,34,6,428,
"S01018225",89,87,220,15,5,414,
"S01018226",85,78,84,14,5,269,
"S01018227",150,142,47,22,0,361,
"S01018228",89,126,167,29,2,413,
"S01018229",118,88,97,41,0,344,
"S01018230",105,91,59,19,3,276,
"S01018231",84,87,129,27,2,329,
"S01018232",65,57,107,21,1,251,
"S01018233",115,85,61,28,2,288,
"S01018234",36,47,151,24,4,264,
"S01018235",58,168,56,20,2,303,
"S01018236",57,63,223,27,6,373,
"S01018237",31,118,87,25,2,260,
"S01018238",77,133,76,44,4,337,
"S01018239",76,80,114,19,1,290,
"S01018240",45,64,108,10,2,230,
"S01018241",107,149,38,29,5,328,
"S01018242",88,101,124,13,0,335,
"S01018243",76,85,119,32,1,309,
"S01018244",170,75,53,56,32,371,
"S01018245",98,51,7,54,15,225,
"S01018246",165,74,8,32,18,300,
"S01018247",157,76,93,31,1,363,
"S01018248",194,90,84,28,6,395,
"S01018249",233,106,78,43,13,477,
"S01018250",138,95,22,47,20,328,
"S01018251",96,51,10,36,10,199,
"S01018252",136,51,74,16,6,283,
"S01018253",109,64,87,21,6,287,
"S01018254",111,66,41,18,8,244,
"S01018255",93,55,17,49,10,224,
"S01018256",162,68,18,20,10,279,
"S01018257",126,80,19,12,7,248,
"S01018258",148,88,7,21,7,269,
"S01018259",141,67,16,32,11,268,
"S01018260",178,82,79,41,1,381,
"S01018261",156,101,157,42,8,468,
"S01018262",207,105,61,65,7,441,
"S01018263",164,97,190,35,13,497,
"S01018264",209,131,102,50,14,503,
"S01018265",126,51,17,31,11,236,
"S01018266",175,65,47,15,3,305,
"S01018267",142,62,83,15,5,307,
"S01018268",113,48,50,11,4,226,
"S01018269",110,51,47,9,8,227,
"S01018270",119,58,38,9,7,231,
"S01018271",160,70,32,8,8,276,
"S01018272",119,75,21,16,2,233,
"S01018273",118,57,15,5,3,198,
"S01018274",90,61,10,15,6,182,
"S01018275",137,98,58,26,5,324,
"S01018276",93,60,122,11,8,293,
"S01018277",124,82,134,25,3,373,
"S01018278",83,41,225,13,3,365,
"S01018279",10,13,132,8,1,165,
"S01018280",41,159,31,21,2,255,
"S01018281",143,72,50,17,4,290,
"S01018282",115,92,12,6,0,225,
"S01018283",206,169,32,78,11,493,
"S01018284",213,127,94,28,11,473,
"S01018285",129,107,82,22,3,344,
"S01018286",63,44,103,11,7,228,
"S01018287",172,96,71,16,8,359,
"S01018288",182,104,8,31,4,327,
"S01018289",227,97,31,25,11,387,
"S01018290",99,60,86,12,4,256,
"S01018291",104,82,55,16,2,263,
"S01018292",206,127,19,53,3,411,
"S01018293",231,132,72,58,11,498,
"S01018294",137,67,138,18,8,374,
"S01018295",145,87,10,37,6,291,
"S01018296",138,80,5,47,8,275,
"S01018297",131,105,2,17,2,258,
"S01018298",126,72,2,35,6,242,
"S01018299",133,93,6,30,7,270,
"S01018300",82,75,3,50,7,217,
"S01018301",127,127,54,40,1,350,
"S01018302",106,52,197,9,3,365,
"S01018303",89,60,43,10,4,205,
"S01018304",6,22,198,8,2,233,
"S01018305",56,52,99,25,2,231,
"S01018306",49,47,135,36,2,265,
"S01018307",59,43,90,38,8,238,
"S01018308",114,71,63,33,5,288,
"S01018309",165,84,112,104,8,473,
"S01018310",36,57,150,118,6,367,
"S01018311",55,221,4,59,2,349,
"S01018312",42,113,79,15,3,252,
"S01018313",39,146,173,72,1,437,
"S01018314",143,99,91,26,4,362,
"S01018315",130,68,27,42,0,268,
"S01018316",92,69,124,25,2,312,
"S01018317",108,89,158,29,1,388,
"S01018318",36,251,60,37,1,385,
"S01018319",82,96,10,18,2,207,
"S01018320",177,110,89,39,8,423,
"S01018321",191,106,22,19,2,340,
"S01018322",91,106,96,29,4,326,
"S01018323",149,84,61,43,4,341,
"S01018324",167,93,12,87,7,366,
"S01018325",199,117,39,74,9,438,
"S01018326",221,106,36,48,11,426,
"S01018327",195,83,7,9,2,291,
"S01018328",67,53,112,125,7,364,
"S01018329",117,77,57,43,3,297,
"S01018330",197,158,103,68,4,528,
"S01018331",137,152,69,47,2,412,
"S01018332",39,39,116,23,0,218,
"S01018333",46,123,4,10,0,183,
"S01018334",26,118,49,13,1,211,
"S01018335",46,32,53,45,4,179,
"S01018336",4,5,5,119,5,134,
"S01018337",119,75,104,67,9,374,
"S01018338",161,75,13,84,4,335,
"S01018339",96,68,87,40,2,295,
"S01018340",123,110,16,53,6,308,
"S01018341",173,132,15,31,3,354,
"S01018342",86,48,36,15,4,187,
"S01018343",141,94,73,84,9,404,
"S01018344",163,79,89,40,8,379,
"S01018345",123,76,42,30,3,274,
"S01018346",74,40,47,19,0,180,
"S01018347",38,60,110,39,3,249,
"S01018348",61,77,7,124,3,272,
"S01018349",66,97,89,26,3,277,
"S01018350",60,54,100,15,2,228,
"S01018351",154,103,5,30,14,308,
"S01018352",286,107,27,29,10,460,
"S01018353",101,90,31,27,5,254,
"S01018354",140,58,2,19,4,223,
"S01018355",151,87,85,15,6,346,
"S01018356",244,163,46,59,6,519,
"S01018357",192,89,26,77,14,398,
"S01018358",30,107,4,48,4,191,
"S01018359",61,100,28,63,1,257,
"S01018360",52,40,26,89,5,212,
"S01018361",169,74,81,61,3,387,
"S01018362",105,47,85,68,6,307,
"S01018363",137,63,95,53,3,348,
"S01018364",136,72,4,22,3,243,
"S01018365",203,59,1,14,3,280,
"S01018366",160,57,2,9,2,235,
"S01018367",120,47,154,27,14,350,
"S01018368",116,97,65,50,3,331,
"S01018369",92,65,67,38,5,266,
"S01018370",83,66,76,21,0,238,
"S01018371",104,65,131,23,10,336,
"S01018372",104,58,108,21,4,293,
"S01018373",96,62,167,37,4,364,
"S01018374",200,75,23,20,1,316,
"S01018375",77,108,61,28,4,278,
"S01018376",73,220,32,49,4,377,
"S01018377",258,65,34,78,5,443,
"S01018378",198,84,8,31,10,331,
"S01018379",115,74,3,60,21,273,
"S01018380",55,38,7,77,7,184,
"S01018381",268,116,29,57,10,480,
"S01018382",185,71,44,31,13,341,
"S01018383",154,49,40,16,5,264,
"S01018384",170,32,37,14,4,256,
"S01018385",118,38,61,32,7,262,
"S01018386",214,69,46,27,8,359,
"S01018387",125,52,28,7,3,215,
"S01018388",145,98,78,31,8,361,
"S01018389",175,60,47,17,11,309,
"S01018390",317,67,64,41,13,502,
"S01018391",271,72,49,12,19,419,
"S01018392",261,79,115,20,13,487,
"S01018393",293,70,44,22,27,452,
"S01018394",262,108,54,30,10,461,
"S01018395",221,56,31,15,11,334,
"S01018396",236,99,50,16,15,416,
"S01018397",225,68,57,10,11,373,
"S01018398",118,44,31,8,12,216,
"S01018399",157,42,20,11,5,235,
"S01018400",175,47,28,7,13,274,
"S01018401",235,63,21,20,5,344,
"S01018402",180,76,20,13,4,296,
"S01018403",149,84,29,6,10,277,
"S01018404",131,87,17,14,9,263,
"S01018405",131,111,58,20,6,327,
"S01018406",158,105,89,16,9,377,
"S01018407",202,113,83,20,9,428,
"S01018408",107,43,101,16,7,272,
"S01018409",96,89,142,25,6,358,
"S01018410",175,112,168,68,13,538,
"S01018411",167,95,74,33,14,383,
"S01018412",140,53,70,18,13,291,
"S01018413",163,80,86,26,9,364,
"S01018414",112,84,111,19,11,338,
"S01018415",146,125,104,15,7,400,
"S01018416",178,106,35,14,10,336,
"S01018417",197,101,27,4,12,341,
"S01018418",158,54,22,6,10,249,
"S01018419",180,53,23,38,14,306,
"S01018420",175,35,44,21,5,276,
"S01018421",205,75,31,50,14,376,
"S01018422",162,53,19,16,8,257,
"S01018423",106,61,112,23,3,308,
"S01018424",178,51,18,31,5,282,
"S01018425",223,102,81,32,14,450,
"S01018426",102,73,12,44,7,238,
"S01018427",88,58,98,20,2,266,
"S01018428",59,65,151,20,7,302,
"S01018429",191,96,4,24,6,320,
"S01018430",96,66,18,8,0,188,
"S01018431",162,199,81,4,4,456,
"S01018432",178,89,8,17,0,294,
"S01018433",175,124,120,36,9,462,
"S01018434",181,78,19,14,4,294,
"S01018435",135,139,116,41,7,435,
"S01018436",121,130,51,47,3,351,
"S01018437",77,64,109,27,1,279,
"S01018438",80,58,76,10,3,231,
"S01018439",97,76,70,34,5,282,
"S01018440",60,72,116,36,10,297,
"S01018441",68,58,107,44,4,281,
"S01018442",96,84,88,41,3,312,
"S01018443",80,67,183,57,6,393,
"S01018444",75,81,149,42,5,348,
"S01018445",67,62,114,27,4,274,
"S01018446",84,208,144,43,4,483,
