SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household tenure - 3 groups, collapsed and Number of cars or vans"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household tenure - 3 groups, collapsed","Owned",,,,,"Social Rented by Council (LA) or Housing Association/ Registered Social Landlord",,,,,"Private rented or living rent free",,,,,
"Number of cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two cars or vans","Number of cars or vans in household: Three cars or vans","Number of cars or vans in household: Four or more cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two cars or vans","Number of cars or vans in household: Three cars or vans","Number of cars or vans in household: Four or more cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two cars or vans","Number of cars or vans in household: Three cars or vans","Number of cars or vans in household: Four or more cars or vans",
"Data Zone (2022)",
"S01015846",15,112,111,27,11,0,0,1,0,0,1,6,4,0,0,
"S01015847",35,169,123,28,9,28,14,0,0,0,2,6,3,0,0,
"S01015848",23,111,91,15,5,8,4,2,2,0,1,12,6,0,0,
"S01015849",41,102,69,32,8,27,20,5,0,0,9,9,10,1,1,
"S01015850",25,128,117,31,12,26,27,7,1,0,5,9,0,0,0,
"S01015851",18,110,96,30,11,0,4,2,0,0,5,5,5,0,0,
"S01015852",41,98,51,5,7,109,72,6,3,3,15,22,10,3,0,
"S01015853",33,106,68,20,8,55,54,15,7,0,11,9,3,1,0,
"S01015854",17,154,133,46,19,8,20,9,0,1,1,10,10,2,0,
"S01015855",12,81,72,23,11,3,7,0,0,0,2,9,2,0,0,
"S01015856",20,64,39,10,9,27,26,6,3,0,1,4,2,0,0,
"S01015857",8,89,87,29,4,13,22,2,1,0,5,8,1,0,0,
"S01015858",27,61,37,25,2,25,25,9,4,0,5,6,2,0,0,
"S01015859",23,74,41,11,3,50,49,22,2,1,8,16,5,2,0,
"S01015860",28,88,45,8,2,70,66,22,1,0,4,13,7,0,0,
"S01015861",27,126,64,7,5,44,53,11,1,2,12,17,8,3,0,
"S01015862",27,62,57,10,6,53,65,19,10,0,9,12,13,3,2,
"S01015863",20,106,80,14,8,30,64,6,4,2,13,17,3,0,0,
"S01015864",24,140,91,9,5,16,28,4,6,0,2,3,5,0,0,
"S01015865",2,95,121,10,2,4,5,1,0,0,0,8,6,0,0,
"S01015866",12,107,62,14,6,5,9,4,0,0,0,9,5,0,0,
"S01015867",43,127,57,5,3,59,46,12,1,0,14,23,9,0,0,
"S01015868",34,113,41,5,0,30,18,8,1,1,5,9,4,0,0,
"S01015869",24,102,64,20,2,16,15,2,0,0,3,8,4,2,0,
"S01015870",24,89,47,6,4,20,15,0,0,1,5,9,1,0,0,
"S01015871",41,136,46,7,1,38,24,2,0,0,23,42,6,0,0,
"S01015872",43,129,85,17,7,54,21,0,0,0,15,18,4,0,0,
"S01015873",62,104,47,14,3,53,41,5,0,1,20,16,5,0,0,
"S01015874",40,111,63,10,2,13,7,4,0,0,5,12,3,0,0,
"S01015875",9,81,61,11,5,0,0,0,0,0,1,4,0,0,0,
"S01015876",8,67,65,20,5,0,0,0,0,0,2,2,0,0,0,
"S01015877",31,128,75,21,0,3,4,0,0,0,5,6,1,0,0,
"S01015878",91,183,41,0,0,55,29,5,1,0,72,61,12,2,0,
"S01015879",56,110,50,6,2,14,8,3,1,0,17,12,5,0,0,
"S01015880",98,156,29,5,4,71,34,5,0,0,39,38,8,0,0,
"S01015881",92,148,37,4,0,82,53,8,1,1,56,44,9,1,0,
"S01015882",74,112,28,6,1,26,13,2,1,0,52,45,10,0,0,
"S01015883",39,85,34,6,3,70,47,19,1,0,18,24,6,0,0,
"S01015884",56,107,31,4,1,121,52,13,0,0,27,33,10,2,0,
"S01015885",33,85,30,7,1,16,14,2,2,0,3,11,6,0,0,
"S01015886",38,94,49,9,3,57,57,22,2,4,8,16,4,0,0,
"S01015887",30,126,63,15,2,36,39,12,6,1,6,21,10,1,0,
"S01015888",61,127,49,5,1,76,50,16,4,2,41,34,4,1,0,
"S01015889",44,127,85,7,0,18,27,7,3,0,2,15,8,1,2,
"S01015890",18,99,60,6,4,29,24,9,4,0,7,10,5,2,0,
"S01015891",28,68,40,9,4,63,68,24,2,0,8,18,5,4,0,
"S01015892",26,86,48,10,6,77,66,21,7,0,9,15,6,0,0,
"S01015893",5,98,114,14,6,7,5,5,0,0,4,13,6,1,1,
"S01015894",13,110,101,13,2,17,14,11,1,0,2,17,4,2,0,
"S01015895",27,86,54,13,9,34,39,20,9,0,2,9,2,0,0,
"S01015896",11,55,38,11,2,57,80,31,3,3,4,9,2,0,0,
"S01015897",35,61,26,8,2,72,64,16,4,2,3,9,1,1,0,
"S01015898",29,72,43,9,5,98,57,14,4,0,8,12,5,0,1,
"S01015899",17,87,45,8,8,41,33,2,0,0,2,9,1,1,0,
"S01015900",27,70,17,7,0,77,61,20,3,0,13,20,4,0,0,
"S01015901",41,147,52,14,6,94,57,11,0,0,13,17,10,0,0,
"S01015902",21,82,49,8,4,37,49,21,3,2,6,2,8,2,0,
"S01015903",27,78,42,7,6,48,51,15,5,0,4,7,1,1,0,
"S01015904",16,39,25,8,5,43,56,20,3,5,2,10,7,0,0,
"S01015905",19,107,80,13,8,15,20,7,1,0,6,27,4,2,0,
"S01015906",6,79,81,15,10,3,4,2,2,0,6,19,4,0,0,
"S01015907",23,87,64,9,5,45,38,9,2,0,9,13,3,1,0,
"S01015908",35,176,101,27,8,49,58,16,2,2,17,19,9,0,0,
"S01015909",11,80,76,20,8,3,4,3,1,0,2,1,3,0,0,
"S01015910",29,144,104,25,16,10,17,4,2,0,2,10,1,1,0,
"S01015911",39,127,63,9,2,36,32,10,3,2,12,8,7,0,0,
"S01015912",31,135,73,16,4,15,21,7,1,0,4,15,1,0,0,
"S01015913",20,114,82,35,8,2,0,0,0,0,2,7,1,0,0,
"S01015914",10,55,32,7,0,48,36,24,5,0,2,5,1,0,0,
"S01015915",31,65,24,16,1,86,83,21,4,0,7,19,5,0,0,
"S01015916",23,51,25,20,3,70,44,17,0,3,10,11,3,0,0,
"S01015917",23,68,35,10,4,63,38,14,1,0,3,8,2,0,3,
"S01015918",48,172,104,23,16,10,2,2,1,0,7,18,9,1,3,
"S01015919",19,96,66,14,3,33,28,9,0,0,5,6,3,0,0,
"S01015920",8,86,133,14,3,16,12,7,0,0,2,9,4,1,0,
"S01015921",11,87,97,16,4,5,13,10,1,0,3,3,5,1,0,
"S01015922",11,86,116,21,14,0,6,0,1,0,4,8,5,2,2,
"S01015923",34,148,64,26,8,38,37,2,0,0,27,23,7,5,0,
"S01015924",24,73,38,11,3,118,91,17,4,0,7,8,0,1,0,
"S01015925",27,90,57,13,7,73,74,21,6,3,6,12,1,0,0,
"S01015926",26,141,99,38,4,8,10,2,2,0,5,11,4,0,2,
"S01015927",23,70,32,4,2,60,61,24,4,0,6,6,5,2,0,
"S01015928",7,103,111,23,7,6,10,3,3,1,3,13,4,0,0,
"S01015929",8,64,107,33,18,2,4,1,0,0,2,3,1,0,0,
"S01015930",5,92,88,24,3,26,40,10,5,0,5,10,3,2,0,
"S01015931",4,83,111,22,8,12,22,6,2,0,1,7,5,0,0,
"S01015932",16,80,84,24,5,40,83,26,3,7,1,7,3,0,0,
"S01015933",22,115,81,30,15,33,60,12,2,0,8,14,4,0,0,
"S01015934",6,47,68,6,4,13,30,3,2,0,0,5,2,1,0,
"S01015935",16,36,54,8,7,31,49,14,4,0,3,7,8,1,0,
"S01015936",24,81,59,10,4,38,69,11,0,0,6,29,25,5,7,
"S01015937",11,69,98,18,13,11,13,7,1,0,4,38,13,8,4,
"S01015938",6,47,75,20,6,15,30,14,4,0,3,5,10,0,0,
"S01015939",16,89,65,8,8,3,23,13,3,0,7,20,7,5,0,
"S01015940",18,72,65,23,6,58,69,35,6,1,4,14,6,1,0,
"S01015941",11,78,81,12,5,18,33,15,1,1,4,7,5,0,0,
"S01015942",6,58,64,14,7,15,53,22,2,0,3,5,11,0,2,
"S01015943",21,136,110,26,8,1,3,0,1,0,1,4,2,0,0,
"S01015944",13,91,84,23,7,1,3,3,0,0,0,0,2,0,0,
"S01015945",15,97,86,21,8,15,20,6,1,0,0,7,4,1,0,
"S01015946",2,83,115,18,5,8,27,12,2,2,0,2,1,0,0,
"S01015947",5,137,145,9,4,14,14,9,1,0,2,17,9,1,2,
"S01015948",13,85,102,13,6,0,2,1,0,0,3,22,15,4,0,
"S01015949",12,69,70,30,13,5,5,1,0,0,1,34,29,6,1,
"S01015950",6,52,45,13,0,24,21,19,3,2,3,7,1,0,0,
"S01015951",16,117,162,25,18,12,27,16,3,1,0,12,14,2,0,
"S01015952",2,35,78,17,14,2,7,8,1,1,1,1,0,0,0,
"S01015953",7,71,140,27,20,13,5,1,0,2,1,16,14,1,1,
"S01015954",9,84,138,41,15,9,20,10,5,0,1,28,26,3,6,
"S01015955",10,77,109,28,10,19,35,19,5,2,4,17,20,1,0,
"S01015956",10,110,157,33,19,13,34,12,3,0,5,31,22,8,4,
"S01015957",3,84,115,21,8,1,4,0,0,0,0,3,0,0,0,
"S01015958",4,65,83,8,5,1,8,5,2,0,1,10,5,0,0,
"S01015959",27,129,95,30,1,5,11,2,0,0,1,8,7,0,0,
"S01015960",17,99,70,20,4,53,53,11,4,0,6,14,10,1,0,
"S01015961",27,144,75,18,8,55,57,12,3,4,9,25,3,1,0,
"S01015962",17,95,69,16,1,15,24,6,0,1,1,16,4,1,0,
"S01015963",35,100,44,7,5,96,70,16,6,0,13,24,12,1,0,
"S01015964",52,105,44,2,2,70,44,5,0,0,17,28,6,1,0,
"S01015965",33,190,82,26,5,8,5,0,0,0,16,35,9,1,0,
"S01015966",46,137,75,20,3,59,28,6,3,0,26,35,6,1,0,
"S01015967",18,100,46,12,2,45,53,24,5,4,10,13,4,3,0,
"S01015968",17,89,59,15,6,44,68,23,7,0,9,12,0,4,0,
"S01015969",6,70,99,27,18,5,14,13,3,0,5,22,19,6,0,
"S01015970",21,77,47,10,2,9,25,11,2,0,5,26,10,6,0,
"S01015971",12,88,81,19,6,23,39,25,6,2,4,16,8,1,0,
"S01015972",35,174,134,23,6,5,13,2,1,0,2,29,8,0,0,
"S01015973",12,129,110,20,2,3,8,6,0,2,2,10,6,0,0,
"S01015974",9,79,136,31,24,12,37,12,0,1,10,26,16,4,1,
"S01015975",18,117,135,25,1,4,2,1,0,0,2,9,8,1,0,
"S01015976",39,184,86,23,1,29,24,4,2,0,12,15,1,0,0,
"S01015977",56,182,65,16,7,2,1,0,0,0,15,21,6,4,0,
"S01015978",61,106,49,5,1,52,24,8,1,0,30,34,10,1,2,
"S01015979",14,85,113,22,6,3,4,0,1,0,1,5,0,1,1,
"S01015980",2,66,87,8,0,0,2,0,0,0,1,2,2,0,0,
"S01015981",9,78,54,9,1,12,28,11,1,1,1,8,6,0,0,
"S01015982",16,112,100,22,11,38,52,19,4,1,6,26,19,5,0,
"S01015983",27,138,103,20,5,16,14,4,2,0,3,12,4,0,0,
"S01015984",32,103,32,7,5,39,39,19,4,3,5,15,6,5,0,
"S01015985",20,79,50,16,6,9,23,7,0,0,10,7,6,4,0,
"S01015986",23,95,61,21,3,4,10,4,0,0,2,8,0,0,0,
"S01015987",6,93,99,29,8,4,4,2,0,0,0,27,21,6,2,
"S01015988",8,145,165,34,12,5,6,4,0,0,5,24,10,3,1,
"S01015989",24,92,84,17,3,13,35,19,1,0,4,14,4,1,0,
"S01015990",17,118,112,33,11,28,41,11,1,0,13,40,22,4,0,
"S01015991",12,67,87,19,10,6,19,11,1,0,3,46,35,10,3,
"S01015992",7,76,89,33,13,11,16,5,0,0,4,19,6,2,0,
"S01015993",3,75,78,19,3,3,22,13,1,0,4,19,3,0,1,
"S01015994",4,74,75,16,7,1,2,2,1,0,0,8,4,2,0,
"S01015995",3,76,69,14,4,11,21,13,0,0,4,2,2,0,0,
"S01015996",6,93,81,25,4,3,6,7,0,0,0,7,3,0,0,
"S01015997",9,96,102,10,2,11,21,12,2,0,4,16,7,1,1,
"S01015998",18,97,70,14,4,28,48,12,1,2,4,17,6,1,0,
"S01015999",32,107,43,10,2,53,51,14,0,0,9,10,7,0,0,
"S01016000",24,82,59,14,4,41,43,24,9,0,4,7,4,0,1,
"S01016001",18,104,64,13,3,40,48,6,6,3,7,12,6,0,0,
"S01016002",38,139,82,20,6,51,36,7,2,0,15,27,5,0,0,
"S01016003",37,94,23,2,2,35,29,9,0,0,25,25,13,1,0,
"S01016004",36,141,55,16,4,29,32,4,0,1,29,40,7,0,0,
"S01016005",80,175,63,13,5,7,7,5,0,0,8,23,7,0,0,
"S01016006",12,76,60,14,1,51,55,23,2,2,4,10,2,0,0,
"S01016007",9,81,80,14,9,0,3,0,0,0,1,3,1,0,1,
"S01016008",18,113,108,30,8,14,8,2,0,0,5,12,4,1,0,
"S01016009",22,73,60,14,13,63,29,7,0,2,6,11,4,0,0,
"S01016010",23,98,108,24,20,18,14,2,1,0,8,10,0,0,0,
"S01016011",34,77,38,16,1,82,58,12,6,0,10,18,1,0,2,
"S01016012",30,106,61,21,8,52,43,6,1,0,8,6,5,1,0,
"S01016013",27,154,117,26,11,7,7,2,0,0,3,7,6,0,0,
"S01016014",25,162,129,34,8,5,5,2,0,0,0,13,2,1,0,
"S01016015",28,154,94,30,10,1,2,0,0,0,1,4,3,2,0,
"S01016016",15,124,164,40,16,5,5,3,0,0,2,15,2,2,0,
"S01016017",37,83,54,9,7,49,16,6,0,0,16,13,2,1,0,
"S01016018",8,76,58,13,8,2,0,2,0,0,1,3,3,1,0,
"S01016019",35,129,95,23,3,1,1,0,0,0,1,3,4,0,1,
"S01016020",16,113,76,18,5,2,3,0,0,0,0,4,0,0,0,
"S01016021",18,116,135,24,4,6,3,1,0,0,3,7,2,1,0,
"S01016022",20,107,83,16,9,0,2,0,0,0,2,5,0,0,0,
"S01016023",43,94,37,6,3,101,59,7,0,0,31,25,10,0,0,
"S01016024",59,141,61,21,3,68,40,0,1,0,13,18,0,1,0,
"S01016025",21,42,34,8,5,38,32,9,0,2,8,4,2,0,1,
"S01016026",18,79,60,7,7,44,32,7,3,0,10,11,1,0,0,
"S01016027",45,131,47,8,2,88,65,9,2,0,18,16,6,1,0,
"S01016028",37,44,14,2,0,117,59,13,3,1,13,14,2,0,0,
"S01016029",48,88,15,3,2,142,80,17,6,0,26,19,4,0,0,
"S01016030",20,53,26,9,2,78,72,23,3,0,6,14,2,0,0,
"S01016031",4,58,74,13,4,14,26,6,3,0,7,15,4,0,3,
"S01016032",25,137,145,37,14,7,6,1,0,0,5,9,4,3,0,
"S01016033",9,51,105,12,4,3,5,1,0,0,3,2,1,0,0,
"S01016034",46,131,63,9,6,56,38,2,2,0,8,21,7,0,0,
"S01016035",39,136,73,13,10,25,15,2,0,0,3,3,3,0,0,
"S01016036",8,52,64,16,9,4,0,0,0,0,0,2,1,0,1,
"S01016037",46,166,79,21,7,61,41,7,0,0,18,29,2,0,0,
"S01016038",30,68,37,11,4,51,40,10,2,0,6,15,4,0,0,
"S01016039",41,97,106,20,14,20,31,1,3,0,11,13,0,3,0,
"S01016040",20,70,69,10,6,29,48,11,1,0,11,7,6,0,0,
"S01016041",37,112,67,6,2,70,78,15,1,1,15,18,9,2,0,
"S01016042",59,137,66,17,4,43,32,11,2,0,7,9,0,0,0,
"S01016043",8,71,127,14,4,9,22,2,1,0,6,9,5,0,0,
"S01016044",7,54,99,22,6,14,23,6,1,0,3,6,5,0,0,
"S01016045",33,142,139,28,18,6,10,0,0,0,7,20,6,3,0,
"S01016046",27,184,124,29,13,31,21,0,0,0,33,37,3,0,0,
"S01016047",24,134,117,18,4,0,6,0,0,0,9,16,7,0,0,
"S01016048",34,83,75,28,5,0,0,0,0,0,2,6,5,0,0,
"S01016049",3,26,101,11,4,0,2,0,0,0,1,11,5,1,0,
"S01016050",4,45,84,8,1,4,15,7,0,0,1,18,14,5,0,
"S01016051",16,104,129,23,12,1,1,1,0,0,0,6,9,1,0,
"S01016052",13,108,112,29,7,1,1,0,0,0,0,11,1,1,0,
"S01016053",23,93,71,17,2,2,0,0,0,0,2,19,7,0,0,
"S01016054",28,94,71,13,3,62,37,5,2,0,6,13,8,4,0,
"S01016055",16,65,35,10,1,107,60,8,3,0,18,23,5,1,0,
"S01016056",8,69,95,17,8,7,1,0,0,0,1,18,8,0,0,
"S01016057",3,65,112,37,10,0,0,0,0,0,0,7,1,2,1,
"S01016058",11,85,72,21,5,0,2,0,0,0,2,9,7,5,0,
"S01016059",15,121,107,21,7,1,1,0,0,0,6,16,7,2,2,
"S01016060",2,54,95,33,10,0,0,1,0,0,0,1,0,1,0,
"S01016061",17,107,131,24,11,27,11,0,0,0,3,2,2,0,0,
"S01016062",20,121,140,34,14,0,0,0,0,0,0,2,2,0,0,
"S01016063",18,120,125,58,26,0,0,0,0,0,0,9,8,1,0,
"S01016064",19,118,168,51,31,0,0,0,0,0,2,6,3,3,0,
"S01016065",18,78,184,51,27,1,0,0,0,0,0,4,2,1,0,
"S01016066",70,190,139,28,12,1,2,0,0,0,14,30,4,0,0,
"S01016067",20,120,112,20,2,1,4,0,0,0,6,22,2,0,0,
"S01016068",11,88,113,17,4,0,1,0,0,1,1,6,2,1,0,
"S01016069",24,137,138,27,10,0,2,0,0,0,4,14,3,0,0,
"S01016070",15,75,113,30,8,0,0,0,0,0,0,6,3,0,0,
"S01016071",11,89,137,42,21,0,0,0,1,0,0,5,1,0,0,
"S01016072",17,94,122,41,12,4,1,0,0,0,2,3,6,0,0,
"S01016073",0,45,94,5,1,6,33,1,0,0,2,4,4,0,0,
"S01016074",4,44,77,9,4,3,0,0,0,0,0,1,0,0,0,
"S01016075",9,57,62,22,12,1,0,0,0,0,0,5,1,0,0,
"S01016076",4,53,72,14,0,8,13,5,1,0,5,7,8,0,1,
"S01016077",5,63,110,22,6,12,26,4,1,0,2,0,3,0,0,
"S01016078",24,93,93,18,6,33,29,0,0,0,6,15,6,0,0,
"S01016079",18,115,138,24,14,3,6,0,0,0,5,20,8,1,1,
"S01016080",19,97,99,28,8,10,2,0,0,0,4,17,2,0,1,
"S01016081",20,102,92,14,6,35,25,6,0,0,7,29,6,0,0,
"S01016082",12,98,80,29,9,1,2,1,0,0,2,14,5,1,0,
"S01016083",16,103,165,36,12,1,0,0,0,0,0,9,7,0,0,
"S01016084",12,74,94,19,9,0,2,0,0,0,0,11,5,1,0,
"S01016085",5,61,134,21,4,0,0,0,0,0,0,6,4,1,0,
"S01016086",22,125,75,14,0,0,1,1,0,0,6,40,6,0,0,
"S01016087",19,107,99,22,6,0,2,0,0,0,6,26,15,0,0,
"S01016088",26,110,97,21,6,0,0,0,0,0,4,9,9,0,0,
"S01016089",15,109,114,19,8,1,0,0,0,0,0,6,7,0,0,
"S01016090",33,149,77,12,2,58,27,5,4,1,6,18,5,0,0,
"S01016091",36,123,40,8,2,56,48,10,0,0,13,10,7,1,0,
"S01016092",23,160,76,7,2,8,2,1,0,0,6,17,6,0,0,
"S01016093",30,95,71,24,2,7,6,3,0,0,4,9,6,1,0,
"S01016094",31,122,74,21,3,8,12,0,0,0,10,13,2,3,1,
"S01016095",19,107,118,25,10,0,1,1,0,0,2,7,2,0,0,
"S01016096",25,124,96,25,5,1,2,0,0,0,0,3,1,0,0,
"S01016097",15,94,126,21,6,0,0,0,0,0,2,3,0,0,0,
"S01016098",24,114,103,19,7,0,2,0,0,0,3,7,1,0,0,
"S01016099",14,97,123,29,5,0,1,0,0,0,0,3,3,0,0,
"S01016100",15,84,69,13,5,0,0,0,0,0,3,8,3,0,0,
"S01016101",28,138,91,13,3,1,2,0,0,0,6,5,3,0,0,
"S01016102",81,144,125,14,9,1,0,0,0,0,2,17,2,0,0,
"S01016103",15,84,81,15,4,0,0,0,0,0,0,1,1,0,0,
"S01016104",11,91,107,19,1,0,0,0,0,0,0,3,1,0,0,
"S01016105",10,101,108,12,1,1,0,0,0,0,0,1,0,0,0,
"S01016106",21,147,116,20,4,0,0,0,0,0,3,5,3,0,1,
"S01016107",13,63,73,14,5,1,0,0,0,0,0,2,1,0,0,
"S01016108",41,163,134,13,11,4,2,0,0,0,0,6,2,0,0,
"S01016109",18,96,97,24,6,0,0,1,0,0,0,2,1,0,0,
"S01016110",51,168,87,15,4,3,2,0,0,0,5,14,2,0,0,
"S01016111",31,106,65,18,1,0,1,0,0,0,2,5,3,1,0,
"S01016112",23,121,67,9,4,0,1,0,0,0,2,6,2,0,0,
"S01016113",37,137,84,8,4,21,6,0,0,0,3,9,1,0,0,
"S01016114",22,97,95,18,4,1,1,0,0,0,0,4,0,0,0,
"S01016115",52,126,96,14,6,24,15,1,0,0,4,5,4,0,0,
"S01016116",22,139,137,17,4,3,1,0,0,0,2,2,4,0,0,
"S01016117",60,160,79,19,4,0,0,0,0,0,3,19,1,0,0,
"S01016118",15,102,127,23,9,1,0,0,0,0,2,2,0,0,0,
"S01016119",13,80,56,14,10,0,2,0,0,0,1,9,0,1,0,
"S01016120",45,156,76,23,3,1,0,0,0,0,1,9,5,1,0,
"S01016121",12,113,148,25,6,0,0,0,0,0,0,7,3,0,0,
"S01016122",17,78,98,17,3,17,6,0,0,0,5,5,6,0,0,
"S01016123",37,115,56,19,4,0,1,0,1,0,2,10,0,0,0,
"S01016124",21,119,78,19,8,0,0,0,0,0,5,6,5,1,0,
"S01016125",55,173,99,20,3,1,0,0,0,0,5,13,5,2,0,
"S01016126",11,66,86,19,13,0,0,0,0,0,1,1,1,0,2,
"S01016127",18,72,100,31,12,0,2,0,0,0,1,5,2,0,0,
"S01016128",27,52,100,26,7,0,0,0,0,0,0,1,0,0,0,
"S01016129",45,126,125,32,13,1,0,0,0,0,2,1,0,0,0,
"S01016130",10,89,124,22,15,1,0,0,0,0,1,3,2,0,0,
"S01016131",64,128,88,13,8,74,45,4,0,0,27,14,1,1,0,
"S01016132",52,118,50,11,2,10,13,1,0,0,18,19,4,1,0,
"S01016133",28,104,86,8,4,3,2,0,0,0,6,6,5,0,0,
"S01016134",39,156,71,22,3,52,9,2,0,0,24,22,5,1,0,
"S01016135",89,106,66,11,5,8,8,0,0,0,12,15,4,1,0,
"S01016136",9,116,64,14,4,2,2,1,0,0,4,13,5,2,0,
"S01016137",24,87,83,18,14,16,19,0,0,0,9,8,3,1,0,
"S01016138",19,60,50,12,4,18,17,0,1,0,2,10,4,5,0,
"S01016139",23,69,62,19,7,0,0,0,0,0,2,3,0,0,0,
"S01016140",29,139,85,14,6,20,14,3,0,0,11,9,8,0,0,
"S01016141",47,128,62,11,7,89,33,5,1,0,17,20,6,1,0,
"S01016142",20,112,134,27,16,43,16,5,0,1,6,23,6,2,0,
"S01016143",16,66,77,25,18,29,30,6,4,2,4,8,3,0,0,
"S01016144",20,103,63,15,7,23,32,7,2,0,10,17,5,0,0,
"S01016145",7,34,28,6,5,122,64,25,4,1,18,18,10,0,0,
"S01016146",15,76,38,11,5,31,44,9,1,0,3,4,4,1,0,
"S01016147",13,71,80,28,20,7,10,6,0,0,3,10,4,1,0,
"S01016148",9,98,93,18,4,11,10,6,2,0,6,13,8,0,0,
"S01016149",14,44,44,9,1,34,35,16,0,3,6,7,0,0,0,
"S01016150",7,42,30,4,2,73,52,13,3,0,14,17,3,0,0,
"S01016151",21,83,60,20,6,100,56,16,1,0,16,17,6,3,0,
"S01016152",16,65,107,27,21,22,24,3,0,0,13,15,9,1,0,
"S01016153",12,69,88,26,10,1,1,0,0,0,5,9,4,0,2,
"S01016154",0,75,194,25,6,2,2,1,0,0,0,4,1,1,0,
"S01016155",28,98,66,34,5,32,27,9,2,2,8,6,11,3,1,
"S01016156",18,75,43,15,3,71,46,19,6,0,4,8,1,2,0,
"S01016157",30,99,96,28,12,15,11,3,0,0,3,9,4,0,0,
"S01016158",33,71,51,9,1,32,30,7,2,2,8,15,1,0,0,
"S01016159",19,70,34,13,5,62,40,15,2,0,15,18,1,2,2,
"S01016160",24,86,39,11,3,34,48,22,0,0,26,27,10,1,0,
"S01016161",7,81,140,51,18,2,5,1,2,0,1,10,7,3,0,
"S01016162",26,114,81,30,13,18,47,16,0,2,10,16,10,0,0,
"S01016163",13,80,97,44,8,2,0,2,0,0,2,5,5,0,0,
"S01016164",24,86,74,16,13,3,2,1,0,0,2,17,9,0,0,
"S01016165",11,47,57,17,7,20,26,9,0,0,3,9,2,2,1,
"S01016166",11,57,64,19,10,4,13,4,0,0,1,2,3,0,0,
"S01016167",24,69,67,14,2,32,45,20,5,1,4,12,5,0,0,
"S01016168",18,53,43,20,5,40,72,22,4,0,5,9,6,1,0,
"S01016169",16,51,50,19,12,32,39,12,0,0,2,4,2,0,0,
"S01016170",20,126,123,32,14,13,22,13,2,1,5,26,4,0,0,
"S01016171",15,78,74,19,7,21,24,3,2,0,2,7,1,4,0,
"S01016172",8,63,128,40,14,2,4,0,0,0,2,5,6,0,0,
"S01016173",36,70,58,24,4,82,72,16,2,1,5,17,1,1,0,
"S01016174",46,107,79,23,3,86,72,15,1,2,7,11,4,0,0,
"S01016175",19,98,72,15,2,28,20,2,1,0,3,21,1,0,0,
"S01016176",7,55,53,10,7,27,54,16,8,0,7,10,4,0,0,
"S01016177",11,58,45,17,7,43,47,4,4,0,3,8,4,1,0,
"S01016178",14,91,81,14,11,36,46,12,0,0,10,17,5,1,0,
"S01016179",4,73,131,37,16,11,19,1,0,0,1,11,4,1,1,
"S01016180",4,72,144,39,11,3,0,1,0,0,0,10,5,1,0,
"S01016181",14,75,76,14,12,48,36,7,2,1,5,3,3,0,0,
"S01016182",11,58,37,11,6,43,42,18,4,2,4,4,3,0,0,
"S01016183",13,86,135,31,19,1,0,0,0,0,0,9,2,2,0,
"S01016184",2,65,137,38,13,0,2,2,0,0,3,7,2,0,0,
"S01016185",17,154,76,6,4,22,25,3,0,0,16,70,25,0,0,
"S01016186",5,50,80,15,6,6,24,10,2,0,9,13,5,0,0,
"S01016187",8,53,113,42,13,3,7,2,2,0,1,9,10,0,0,
"S01016188",5,97,215,22,7,1,4,1,0,0,1,1,3,0,1,
"S01016189",6,91,197,28,10,1,3,0,0,0,1,1,5,1,0,
"S01016190",25,125,140,44,19,8,12,9,2,1,5,6,4,2,0,
"S01016191",18,105,65,13,4,19,20,3,0,0,10,16,6,0,0,
"S01016192",26,87,70,15,8,21,24,12,1,1,6,11,3,0,0,
"S01016193",31,80,55,11,5,47,47,10,6,1,13,33,5,0,0,
"S01016194",21,115,108,25,8,6,0,0,0,0,0,4,4,0,0,
"S01016195",29,116,136,33,11,39,26,4,0,0,15,34,5,0,0,
"S01016196",21,104,127,27,6,27,29,7,0,0,11,19,4,2,0,
"S01016197",22,121,127,29,12,3,6,0,0,0,6,14,5,0,0,
"S01016198",8,67,78,17,7,0,1,0,0,0,0,7,3,0,0,
"S01016199",25,99,51,20,7,69,34,5,1,1,21,17,12,0,0,
"S01016200",26,84,34,12,4,103,75,13,9,0,27,22,7,0,0,
"S01016201",22,89,58,17,2,73,57,29,6,2,6,4,1,0,0,
"S01016202",15,47,40,11,5,59,102,25,4,3,4,4,2,2,0,
"S01016203",16,109,67,26,3,4,2,5,0,0,2,7,2,1,0,
"S01016204",30,98,61,18,0,51,46,13,4,0,9,19,4,0,0,
"S01016205",33,103,84,20,6,32,22,13,2,0,9,7,6,0,0,
"S01016206",29,87,53,9,2,21,26,8,0,2,2,25,10,0,0,
"S01016207",17,108,108,30,11,12,19,9,3,0,5,11,6,0,0,
"S01016208",27,119,105,22,4,3,5,2,0,0,2,23,4,0,0,
"S01016209",5,102,116,29,3,2,2,0,0,0,2,5,2,0,0,
"S01016210",27,96,68,7,2,19,29,5,0,0,3,11,4,0,0,
