SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household size - 5 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household size - 5 groups, collapsed","One person","Two people","Three people","Four people","Five or more people","Total",
"Data Zone (2022)",
"S01018097",81,80,45,25,26,257,
"S01018098",138,131,70,34,17,389,
"S01018099",150,125,57,34,19,385,
"S01018100",95,67,31,29,16,242,
"S01018101",132,94,59,19,11,314,
"S01018102",131,111,72,44,15,373,
"S01018103",75,91,42,27,14,253,
"S01018104",79,77,57,46,24,285,
"S01018105",56,86,50,40,14,254,
"S01018106",73,161,71,46,13,364,
"S01018107",121,137,72,79,24,433,
"S01018108",119,118,39,42,16,333,
"S01018109",57,84,37,44,12,238,
"S01018110",29,92,61,54,18,259,
"S01018111",107,193,58,44,24,423,
"S01018112",137,109,30,36,10,325,
"S01018113",232,114,31,10,6,390,
"S01018114",117,126,43,39,10,333,
"S01018115",135,117,64,41,19,379,
"S01018116",38,84,41,34,4,197,
"S01018117",63,121,33,38,10,265,
"S01018118",64,136,65,41,12,320,
"S01018119",63,107,52,41,7,265,
"S01018120",73,86,36,40,24,250,
"S01018121",137,85,30,28,6,285,
"S01018122",77,67,41,38,16,239,
"S01018123",114,147,60,41,23,385,
"S01018124",80,80,34,25,11,230,
"S01018125",84,101,56,26,12,279,
"S01018126",66,148,55,56,16,341,
"S01018127",116,142,54,35,11,355,
"S01018128",74,104,52,32,19,284,
"S01018129",39,81,41,30,6,196,
"S01018130",62,87,42,27,7,225,
"S01018131",55,95,36,30,6,226,
"S01018132",22,91,52,57,14,236,
"S01018133",48,96,43,57,35,275,
"S01018134",37,92,44,47,16,234,
"S01018135",53,82,43,52,15,246,
"S01018136",48,103,40,45,11,251,
"S01018137",87,106,61,48,12,317,
"S01018138",62,102,25,24,17,230,
"S01018139",84,91,23,21,11,226,
"S01018140",132,92,36,32,15,307,
"S01018141",28,37,37,22,16,140,
"S01018142",97,124,57,55,25,358,
"S01018143",79,93,47,31,7,262,
"S01018144",176,118,24,11,4,330,
"S01018145",121,124,59,55,17,376,
"S01018146",69,127,44,37,18,295,
"S01018147",82,76,35,16,6,214,
"S01018148",107,104,63,35,10,319,
"S01018149",115,107,43,29,14,305,
"S01018150",95,121,42,38,5,302,
"S01018151",134,133,42,24,12,345,
"S01018152",153,157,71,52,32,469,
"S01018153",79,161,83,53,31,409,
"S01018154",95,121,60,40,10,329,
"S01018155",51,78,38,20,11,200,
"S01018156",92,129,56,31,18,323,
"S01018157",52,73,39,14,12,186,
"S01018158",72,75,31,20,4,206,
"S01018159",88,127,48,26,6,300,
"S01018160",149,91,56,32,20,347,
"S01018161",95,104,61,62,28,348,
"S01018162",150,103,34,40,13,345,
"S01018163",128,125,40,35,18,346,
"S01018164",100,197,82,53,17,451,
"S01018165",146,148,50,24,7,375,
"S01018166",84,130,46,34,7,301,
"S01018167",92,115,65,95,29,396,
"S01018168",69,119,60,46,22,316,
"S01018169",46,95,51,86,27,305,
"S01018170",39,56,47,58,36,244,
"S01018171",28,44,51,86,21,230,
"S01018172",58,77,55,57,20,267,
"S01018173",57,66,61,41,16,242,
"S01018174",31,57,32,49,15,182,
"S01018175",35,77,53,41,15,218,
"S01018176",25,73,49,43,15,208,
"S01018177",27,96,78,68,22,291,
"S01018178",20,57,44,50,17,188,
"S01018179",67,106,41,28,12,250,
"S01018180",47,103,31,34,6,221,
"S01018181",32,54,34,33,14,167,
"S01018182",49,68,37,33,16,204,
"S01018183",62,142,41,35,7,290,
"S01018184",61,107,33,24,5,231,
"S01018185",79,132,35,30,9,285,
"S01018186",60,118,63,57,15,313,
"S01018187",167,190,48,55,9,470,
"S01018188",24,65,59,62,13,222,
"S01018189",65,119,49,55,22,307,
"S01018190",33,114,77,51,13,286,
"S01018191",106,104,45,46,10,311,
"S01018192",86,102,46,25,15,274,
"S01018193",93,101,62,40,7,305,
"S01018194",70,90,56,46,16,278,
"S01018195",67,119,39,33,18,276,
"S01018196",138,127,47,33,7,352,
"S01018197",52,86,62,73,19,294,
"S01018198",63,93,61,58,11,285,
"S01018199",105,103,72,32,26,337,
"S01018200",78,81,63,46,13,278,
"S01018201",98,149,44,49,25,365,
"S01018202",63,83,40,19,4,207,
"S01018203",206,98,13,17,5,339,
"S01018204",210,121,52,35,9,427,
"S01018205",119,78,50,53,19,319,
"S01018206",108,159,61,33,17,384,
"S01018207",135,142,48,31,6,364,
"S01018208",72,82,22,14,6,192,
"S01018209",43,60,45,75,27,253,
"S01018210",68,100,70,67,22,327,
"S01018211",71,153,45,45,20,331,
"S01018212",34,92,63,47,37,271,
"S01018213",105,155,55,36,12,365,
"S01018214",22,68,48,67,29,236,
"S01018215",80,116,40,49,16,301,
"S01018216",19,74,58,34,17,206,
"S01018217",50,140,61,54,11,313,
"S01018218",113,91,50,60,37,347,
"S01018219",53,85,49,39,19,245,
"S01018220",105,143,51,46,22,367,
"S01018221",85,88,59,41,28,301,
"S01018222",83,87,47,35,27,274,
"S01018223",76,68,43,27,17,234,
"S01018224",168,93,83,52,36,428,
"S01018225",154,120,68,57,20,414,
"S01018226",84,96,41,31,17,269,
"S01018227",93,146,73,42,8,361,
"S01018228",143,121,71,56,20,413,
"S01018229",110,142,45,31,16,344,
"S01018230",91,124,28,24,9,276,
"S01018231",153,111,36,24,5,329,
"S01018232",67,88,41,42,13,251,
"S01018233",102,109,39,27,11,288,
"S01018234",84,87,42,24,23,264,
"S01018235",98,81,57,45,22,303,
"S01018236",92,105,73,64,34,373,
"S01018237",79,70,65,39,13,260,
"S01018238",150,116,40,19,10,337,
"S01018239",69,94,52,49,26,290,
"S01018240",45,66,52,42,21,230,
"S01018241",91,121,59,42,15,328,
"S01018242",113,99,60,41,20,335,
"S01018243",127,91,45,28,16,309,
"S01018244",132,159,48,24,16,371,
"S01018245",55,107,31,21,12,225,
"S01018246",82,126,48,26,18,300,
"S01018247",158,134,37,24,16,363,
"S01018248",152,144,35,44,16,395,
"S01018249",180,181,50,50,16,477,
"S01018250",87,137,54,31,19,328,
"S01018251",40,90,34,25,10,199,
"S01018252",124,117,22,13,7,283,
"S01018253",134,87,32,24,10,287,
"S01018254",93,87,34,25,9,244,
"S01018255",66,89,33,30,6,224,
"S01018256",70,115,37,33,24,279,
"S01018257",86,88,36,27,11,248,
"S01018258",63,122,40,30,15,269,
"S01018259",91,108,23,35,7,268,
"S01018260",185,111,41,31,13,381,
"S01018261",215,157,52,31,11,468,
"S01018262",183,149,57,37,12,441,
"S01018263",205,163,52,61,18,497,
"S01018264",215,168,56,35,25,503,
"S01018265",57,114,39,17,7,236,
"S01018266",105,132,41,26,5,305,
"S01018267",130,119,31,22,6,307,
"S01018268",73,93,28,19,10,226,
"S01018269",87,81,33,16,10,227,
"S01018270",77,97,21,25,8,231,
"S01018271",77,137,34,19,9,276,
"S01018272",41,119,38,22,13,233,
"S01018273",76,66,22,26,8,198,
"S01018274",52,70,32,22,10,182,
"S01018275",112,114,41,45,12,324,
"S01018276",101,109,37,34,10,293,
"S01018277",172,118,38,30,14,373,
"S01018278",139,136,51,32,7,365,
"S01018279",52,31,29,33,22,165,
"S01018280",68,75,44,48,18,255,
"S01018281",96,103,33,39,15,290,
"S01018282",43,96,28,43,15,225,
"S01018283",191,163,64,55,17,493,
"S01018284",209,165,40,48,11,473,
"S01018285",126,122,44,39,10,344,
"S01018286",137,49,22,17,3,228,
"S01018287",111,158,46,32,12,359,
"S01018288",91,155,41,35,10,327,
"S01018289",111,187,44,34,9,387,
"S01018290",71,100,38,31,17,256,
"S01018291",104,95,37,20,7,263,
"S01018292",90,196,61,46,16,411,
"S01018293",199,174,64,42,19,498,
"S01018294",134,147,50,32,11,374,
"S01018295",72,123,38,36,20,291,
"S01018296",68,142,26,23,15,275,
"S01018297",45,126,36,36,15,258,
"S01018298",48,114,38,35,9,242,
"S01018299",60,136,37,21,19,270,
"S01018300",62,93,23,24,11,217,
"S01018301",138,139,40,35,1,350,
"S01018302",134,140,53,26,13,365,
"S01018303",81,77,25,15,6,205,
"S01018304",96,73,31,22,10,233,
"S01018305",82,75,39,27,8,231,
"S01018306",129,89,32,11,4,265,
"S01018307",125,72,20,18,5,238,
"S01018308",146,93,22,22,5,288,
"S01018309",252,160,32,28,1,473,
"S01018310",99,119,76,40,31,367,
"S01018311",71,108,81,68,19,349,
"S01018312",82,82,33,38,19,252,
"S01018313",121,125,84,78,29,437,
"S01018314",145,137,53,7,19,362,
"S01018315",109,105,27,21,6,268,
"S01018316",146,94,40,25,10,312,
"S01018317",166,107,63,38,11,388,
"S01018318",96,107,71,91,21,385,
"S01018319",45,67,49,40,6,207,
"S01018320",165,152,63,27,10,423,
"S01018321",92,152,51,31,14,340,
"S01018322",122,107,48,35,12,326,
"S01018323",133,132,50,17,9,341,
"S01018324",152,128,42,33,15,366,
"S01018325",187,149,56,40,8,438,
"S01018326",163,164,49,33,14,426,
"S01018327",79,128,38,31,17,291,
"S01018328",254,74,19,15,2,364,
"S01018329",124,100,32,29,12,297,
"S01018330",176,189,96,50,13,528,
"S01018331",135,153,71,51,6,412,
"S01018332",107,57,29,11,11,218,
"S01018333",8,62,41,54,16,183,
"S01018334",36,49,43,61,22,211,
"S01018335",60,60,32,15,12,179,
"S01018336",7,54,30,32,19,134,
"S01018337",158,123,41,37,19,374,
"S01018338",59,133,59,55,31,335,
"S01018339",153,85,33,12,9,295,
"S01018340",130,119,28,19,7,308,
"S01018341",109,144,43,45,15,354,
"S01018342",58,69,26,24,14,187,
"S01018343",179,164,32,22,6,404,
"S01018344",150,139,50,28,12,379,
"S01018345",116,106,27,20,5,274,
"S01018346",47,61,32,23,17,180,
"S01018347",70,76,47,40,16,249,
"S01018348",61,81,56,55,19,272,
"S01018349",106,94,39,25,13,277,
"S01018350",80,84,29,30,5,228,
"S01018351",80,124,52,36,13,308,
"S01018352",142,175,57,54,28,460,
"S01018353",75,89,33,32,21,254,
"S01018354",49,113,41,18,5,223,
"S01018355",121,131,42,38,14,346,
"S01018356",203,197,59,42,17,519,
"S01018357",115,181,50,44,6,398,
"S01018358",34,50,38,46,26,191,
"S01018359",72,93,28,35,29,257,
"S01018360",58,63,36,36,19,212,
"S01018361",216,115,26,24,11,387,
"S01018362",203,72,14,12,7,307,
"S01018363",186,85,41,24,12,348,
"S01018364",94,105,21,15,8,243,
"S01018365",116,122,24,21,1,280,
"S01018366",72,101,29,26,9,235,
"S01018367",202,100,18,16,9,350,
"S01018368",105,140,37,43,10,331,
"S01018369",87,106,33,28,10,266,
"S01018370",79,78,36,29,18,238,
"S01018371",137,112,50,28,9,336,
"S01018372",99,96,45,41,15,293,
"S01018373",178,116,39,24,10,364,
"S01018374",108,147,36,20,4,316,
"S01018375",56,111,48,46,17,278,
"S01018376",74,142,73,67,21,377,
"S01018377",208,164,37,25,9,443,
"S01018378",68,182,47,27,10,331,
"S01018379",66,120,41,35,15,273,
"S01018380",48,74,30,19,13,184,
"S01018381",160,200,44,59,21,480,
"S01018382",144,106,38,29,21,341,
"S01018383",95,100,25,22,19,264,
"S01018384",121,75,35,18,10,256,
"S01018385",119,84,27,21,11,262,
"S01018386",143,107,54,31,28,359,
"S01018387",84,63,30,19,17,215,
"S01018388",134,110,46,49,25,361,
"S01018389",152,88,32,30,11,309,
"S01018390",212,179,57,35,16,502,
"S01018391",170,160,42,36,15,419,
"S01018392",233,146,46,42,17,487,
"S01018393",191,147,61,37,16,452,
"S01018394",181,168,53,38,24,461,
"S01018395",149,129,31,14,11,334,
"S01018396",161,151,44,43,17,416,
"S01018397",145,132,42,32,22,373,
"S01018398",70,79,32,21,14,216,
"S01018399",99,74,34,26,3,235,
"S01018400",115,99,35,15,9,274,
"S01018401",134,121,41,29,19,344,
"S01018402",96,105,46,29,20,296,
"S01018403",85,93,49,41,12,277,
"S01018404",60,86,38,51,22,263,
"S01018405",126,95,47,44,17,327,
"S01018406",122,128,61,45,22,377,
"S01018407",154,149,63,45,9,428,
"S01018408",132,85,22,20,14,272,
"S01018409",205,105,26,19,6,358,
"S01018410",362,101,33,31,17,538,
"S01018411",169,136,33,31,14,383,
"S01018412",146,81,30,23,9,291,
"S01018413",166,117,52,24,9,364,
"S01018414",147,103,47,31,10,338,
"S01018415",155,116,66,48,16,400,
"S01018416",124,107,50,43,15,336,
"S01018417",102,143,48,31,17,341,
"S01018418",89,111,22,21,6,249,
"S01018419",106,126,35,27,11,306,
"S01018420",112,116,28,14,10,276,
"S01018421",144,145,35,35,14,376,
"S01018422",77,108,27,30,15,257,
"S01018423",128,101,35,29,12,308,
"S01018424",113,120,27,20,6,282,
"S01018425",178,162,55,36,20,450,
"S01018426",61,97,42,23,14,238,
"S01018427",105,93,45,17,6,266,
"S01018428",133,87,44,25,13,302,
"S01018429",87,151,37,38,6,320,
"S01018430",51,56,41,28,8,188,
"S01018431",112,164,79,75,23,456,
"S01018432",101,119,40,29,11,294,
"S01018433",202,165,57,22,13,462,
"S01018434",80,142,37,29,6,294,
"S01018435",163,139,72,47,14,435,
"S01018436",144,108,44,47,6,351,
"S01018437",116,97,37,22,7,279,
"S01018438",83,88,26,23,13,231,
"S01018439",88,112,42,29,15,282,
"S01018440",104,102,44,33,13,297,
"S01018441",104,94,46,19,18,281,
"S01018442",87,116,50,41,18,312,
"S01018443",165,107,51,51,13,393,
"S01018444",108,109,58,53,23,348,
"S01018445",80,81,51,39,23,274,
"S01018446",157,175,86,52,18,483,
"S01018447",150,129,47,28,5,359,
"S01018448",95,113,41,24,11,288,
"S01018449",154,148,58,29,8,392,
"S01018450",150,122,55,28,4,362,
"S01018451",69,119,27,18,7,235,
"S01018452",20,57,63,80,13,233,
"S01018453",62,110,53,34,3,262,
"S01018454",135,101,49,30,10,329,
"S01018455",78,109,57,29,9,283,
"S01018456",111,123,50,38,8,330,
"S01018457",79,166,90,72,19,425,
"S01018458",50,97,59,35,11,253,
"S01018459",54,92,33,22,9,212,
"S01018460",53,107,47,16,11,233,
"S01018461",82,109,63,52,20,326,
"S01018462",88,104,54,36,34,316,
"S01018463",82,55,43,21,17,217,
"S01018464",145,63,21,13,13,253,
"S01018465",160,120,56,34,17,384,
"S01018466",124,124,106,60,35,445,
"S01018467",124,109,49,37,4,323,
"S01018468",166,136,64,33,14,412,
"S01018469",171,148,66,36,17,436,
"S01018470",136,123,52,40,9,360,
"S01018471",144,114,55,34,11,357,
"S01018472",170,108,36,22,11,343,
"S01018473",124,110,55,37,10,340,
"S01018474",177,186,58,42,17,485,
"S01018475",229,99,31,19,16,393,
"S01018476",265,141,46,17,8,475,
"S01018477",207,65,21,12,10,312,
"S01018478",133,83,38,18,17,292,
"S01018479",132,94,36,19,9,290,
"S01018480",259,150,38,16,4,468,
"S01018481",38,68,62,79,37,287,
"S01018482",110,88,41,36,12,281,
"S01018483",157,108,49,28,13,358,
"S01018484",176,94,37,25,9,346,
"S01018485",126,103,62,30,15,335,
"S01018486",139,83,40,20,7,290,
"S01018487",268,94,33,18,6,420,
"S01018488",291,88,40,15,7,441,
"S01018489",250,146,43,29,18,486,
"S01018490",196,126,61,28,19,429,
"S01018491",319,91,43,20,4,477,
"S01018492",266,77,21,11,6,377,
"S01018493",225,118,39,18,14,412,
"S01018494",315,206,51,25,6,601,
"S01018495",113,168,41,33,5,366,
"S01018496",89,131,49,36,14,320,
"S01018497",88,128,49,36,3,307,
"S01018498",143,125,95,54,22,439,
"S01018499",147,156,57,38,17,422,
"S01018500",123,110,57,33,12,335,
"S01018501",172,105,57,44,23,397,
"S01018502",75,178,49,37,16,355,
"S01018503",44,73,73,65,21,270,
"S01018504",24,52,36,40,17,165,
"S01018505",121,140,43,31,13,344,
"S01018506",166,111,47,18,8,347,
"S01018507",122,143,41,25,5,336,
"S01018508",111,119,62,51,21,367,
"S01018509",61,67,23,27,7,184,
"S01018510",62,72,47,56,15,252,
"S01018511",67,93,51,28,9,245,
"S01018512",85,75,43,39,16,258,
"S01018513",160,129,69,26,19,407,
"S01018514",118,130,61,46,14,369,
"S01018515",123,137,48,54,13,373,
"S01018516",248,114,35,26,11,434,
"S01018517",192,86,39,11,7,337,
"S01018518",133,110,40,36,14,329,
"S01018519",205,100,42,24,9,383,
"S01018520",107,103,70,31,24,332,
"S01018521",145,127,76,34,13,393,
"S01018522",79,91,56,25,22,271,
"S01018523",137,124,82,41,19,407,
"S01018524",96,122,33,23,10,284,
"S01018525",81,90,28,10,1,211,
"S01018526",128,122,36,24,7,317,
"S01018527",48,148,47,44,15,302,
"S01018528",56,91,44,32,16,238,
"S01018529",88,122,63,61,17,351,
"S01018530",51,76,58,63,13,261,
"S01018531",15,71,43,55,12,196,
"S01018532",105,92,48,24,36,301,
"S01018533",96,81,53,21,14,267,
"S01018534",129,132,65,46,24,393,
"S01018535",112,119,70,31,20,346,
"S01018536",197,188,77,40,20,526,
"S01018537",71,84,44,20,19,238,
"S01018538",139,139,42,25,7,349,
"S01018539",205,137,50,21,6,419,
"S01018540",110,92,45,14,19,280,
"S01018541",123,98,47,25,16,309,
"S01018542",299,127,36,36,8,504,
"S01018543",182,212,54,47,25,520,
"S01018544",120,95,36,9,11,272,
"S01018545",106,96,54,41,22,320,
"S01018546",43,69,49,48,26,235,
"S01018547",38,100,34,17,15,209,
"S01018548",142,143,67,44,10,409,
"S01018549",129,130,38,25,27,351,
"S01018550",294,121,34,18,8,477,
"S01018551",176,162,56,46,14,452,
"S01018552",72,84,61,32,24,273,
"S01018553",102,98,56,51,19,326,
"S01018554",105,97,48,14,6,276,
"S01018555",43,73,33,20,15,184,
"S01018556",44,76,44,23,16,203,
"S01018557",65,87,33,28,11,221,
"S01018558",116,146,44,27,7,337,
"S01018559",143,126,46,44,8,360,
"S01018560",150,245,52,54,21,519,
"S01018561",143,230,48,39,20,480,
"S01018562",203,109,29,26,5,372,
"S01018563",120,114,52,25,14,328,
"S01018564",143,111,32,38,11,335,
"S01018565",111,110,64,28,26,333,
"S01018566",160,174,32,21,13,397,
"S01018567",279,184,22,20,10,517,
"S01018568",142,168,34,30,11,385,
"S01018569",214,81,37,21,4,353,
"S01018570",97,112,50,34,11,301,
"S01018571",64,87,57,35,10,253,
"S01018572",112,118,39,47,18,338,
"S01018573",136,91,31,26,11,295,
"S01018574",295,102,34,26,2,455,
"S01018575",338,117,16,5,2,478,
"S01018576",243,115,18,10,2,385,
"S01018577",160,131,35,25,13,364,
"S01018578",225,201,45,30,10,513,
"S01018579",84,158,54,40,12,349,
"S01018580",104,174,37,42,16,368,
"S01018581",116,129,48,30,8,331,
"S01018582",175,173,27,14,16,405,
"S01018583",41,91,39,23,12,204,
"S01018584",154,233,42,38,8,477,
"S01018585",97,97,40,30,11,281,
"S01018586",90,193,30,24,7,345,
"S01018587",69,98,63,28,17,278,
"S01018588",85,73,36,24,14,236,
"S01018589",113,75,48,35,17,289,
"S01018590",148,97,51,27,10,333,
"S01018591",159,117,32,34,16,358,
"S01018592",221,124,46,32,12,434,
"S01018593",134,123,73,37,14,378,
"S01018594",133,108,68,23,16,348,
"S01018595",154,92,48,23,3,321,
"S01018596",290,142,72,40,6,546,
"S01018597",135,92,52,44,14,337,
"S01018598",136,163,70,64,8,442,
"S01018599",75,117,38,21,10,261,
"S01018600",182,100,30,21,7,342,
"S01018601",174,108,34,15,15,345,
"S01018602",102,99,62,38,11,311,
"S01018603",78,122,50,35,9,298,
"S01018604",168,155,72,30,7,433,
"S01018605",143,154,68,53,30,448,
"S01018606",116,139,45,35,9,343,
"S01018607",33,59,38,30,7,167,
"S01018608",172,138,40,28,7,385,
"S01018609",98,70,25,25,9,227,
"S01018610",103,100,71,59,19,353,
"S01018611",173,131,59,27,13,399,
"S01018612",70,94,49,36,19,265,
"S01018613",27,48,47,60,23,208,
"S01018614",107,81,31,15,1,239,
"S01018615",157,129,59,45,6,393,
"S01018616",48,82,67,99,26,320,
"S01018617",148,114,56,33,9,356,
"S01018618",57,62,60,56,16,246,
"S01018619",242,122,45,43,10,462,
"S01018620",161,73,26,22,7,287,
"S01018621",77,107,34,37,6,261,
"S01018622",143,115,56,38,11,363,
"S01018623",60,69,40,80,16,263,
"S01018624",48,114,39,29,11,242,
"S01018625",169,101,43,30,12,352,
"S01018626",253,105,41,27,10,436,
"S01018627",80,97,56,51,10,294,
"S01018628",123,89,18,35,14,283,
"S01018629",199,67,20,19,0,307,
"S01018630",15,43,46,50,22,175,
"S01018631",119,113,44,38,11,325,
"S01018632",173,137,71,42,19,438,
"S01018633",191,125,47,25,7,401,
"S01018634",114,91,64,27,20,316,
"S01018635",190,128,67,37,27,449,
"S01018636",38,58,51,31,28,209,
"S01018637",161,105,56,48,30,400,
"S01018638",122,142,90,65,26,449,
"S01018639",231,111,48,26,14,433,
"S01018640",100,101,62,31,19,313,
"S01018641",66,82,57,30,22,257,
"S01018642",98,99,41,39,9,286,
"S01018643",153,120,53,39,23,388,
"S01018644",16,41,47,55,18,174,
"S01018645",227,144,34,22,12,439,
"S01018646",224,89,40,34,19,411,
"S01018647",201,87,43,33,22,388,
"S01018648",134,79,38,41,23,313,
"S01018649",107,88,39,13,9,256,
"S01018650",168,96,39,31,15,349,
"S01018651",110,114,37,28,14,303,
"S01018652",227,166,62,34,15,506,
"S01018653",69,63,37,25,14,208,
"S01018654",212,130,47,25,10,424,
"S01018655",111,95,39,28,17,284,
"S01018656",95,104,65,62,24,350,
"S01018657",115,78,34,27,10,264,
"S01018658",85,89,61,30,10,272,
"S01018659",115,125,70,51,6,370,
"S01018660",129,110,63,48,17,367,
"S01018661",119,93,39,32,4,289,
"S01018662",87,91,53,37,16,286,
"S01018663",90,147,66,35,13,351,
"S01018664",69,89,31,31,6,223,
"S01018665",144,113,51,41,16,367,
"S01018666",194,142,62,33,12,440,
"S01018667",62,120,48,16,8,254,
"S01018668",176,152,54,55,11,445,
"S01018669",110,102,29,25,6,272,
"S01018670",111,98,41,24,8,282,
"S01018671",124,58,32,20,4,242,
"S01018672",70,75,47,34,19,246,
"S01018673",84,81,40,41,17,264,
"S01018674",72,56,34,33,21,215,
"S01018675",67,76,36,37,11,230,
"S01018676",98,97,60,44,33,331,
"S01018677",40,80,37,48,22,228,
"S01018678",26,59,54,84,22,245,
"S01018679",89,83,39,30,2,243,
"S01018680",141,97,31,19,7,296,
"S01018681",145,133,42,54,21,393,
"S01018682",226,166,85,36,16,525,
"S01018683",175,158,53,50,26,466,
"S01018684",126,98,70,53,24,371,
"S01018685",87,87,47,31,7,258,
"S01018686",76,117,45,42,14,294,
"S01018687",47,71,32,40,10,200,
"S01018688",172,93,45,31,9,350,
"S01018689",165,95,45,29,14,350,
"S01018690",97,69,32,17,10,228,
"S01018691",144,129,74,43,9,397,
"S01018692",110,99,36,17,10,271,
"S01018693",106,122,54,36,16,334,
"S01018694",134,115,62,31,16,355,
"S01018695",114,87,52,15,18,286,
"S01018696",107,84,60,40,20,311,
"S01018697",111,65,31,18,8,233,
"S01018698",93,75,44,29,16,257,
"S01018699",24,56,51,41,13,183,
"S01018700",19,87,69,68,23,266,
"S01018701",111,126,66,44,19,364,
"S01018702",127,149,55,47,21,396,
"S01018703",141,82,48,40,9,320,
"S01018704",67,76,45,42,20,250,
"S01018705",54,102,41,38,18,255,
"S01018706",21,76,51,31,12,191,
"S01018707",17,45,47,41,36,186,
"S01018708",77,99,69,59,21,325,
"S01018709",29,99,71,74,18,288,
"S01018710",151,138,50,42,23,409,
"S01018711",110,86,54,37,21,304,
"S01018712",137,102,68,24,18,349,
"S01018713",116,115,52,16,17,317,
"S01018714",123,111,48,38,28,348,
"S01018715",110,120,58,37,25,353,
"S01018716",41,83,38,49,18,225,
"S01018717",31,92,62,47,14,247,
"S01018718",73,68,25,15,16,198,
"S01018719",64,76,72,38,20,271,
"S01018720",32,75,46,28,19,192,
"S01018721",138,95,54,39,12,338,
"S01018722",165,136,58,55,20,434,
"S01018723",18,45,43,72,31,206,
"S01018724",122,123,72,39,13,373,
"S01018725",56,50,38,47,24,215,
"S01018726",95,80,56,40,21,292,
"S01018727",166,83,46,57,17,369,
"S01018728",89,62,32,31,21,235,
"S01018729",54,72,66,79,37,310,
"S01018730",87,72,50,53,41,303,
"S01018731",94,59,46,30,20,241,
