England and Wales Code,England and Wales,Household size (5 categories) Code,Household size (5 categories),Tenure of household (5 categories) Code,Tenure of household (5 categories),Household composition (15 categories) Code,Household composition (15 categories),Accommodation type (5 categories) Code,Accommodation type (5 categories),Observation
K04000001,England and Wales,1,1 person in household,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,1,1 person in household,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,1,1 person in household,0,Owned: Owns outright,13,Other household types: With dependent children,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,1,1 person in household,0,Owned: Owns outright,13,Other household types: With dependent children,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,1,1 person in household,0,Owned: Owns outright,13,Other household types: With dependent children,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,1,1 person in household,0,Owned: Owns outright,13,Other household types: With dependent children,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,1,1 person in household,0,Owned: Owns outright,13,Other household types: With dependent children,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,1,1 person in household,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1,Whole house or bungalow: Detached,0
K04000001,England and Wales,1,1 person in household,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,1,1 person in household,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,1,1 person in household,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",4,"Flat, maisonette or apartment",0
K04000001,England and Wales,1,1 person in household,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,1,Whole house or bungalow: Detached,35298
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,2,Whole house or bungalow: Semi-detached,47209
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,3,Whole house or bungalow: Terraced,33264
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,4,"Flat, maisonette or apartment",27449
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,5,A caravan or other mobile or temporary structure,488
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,1,Whole house or bungalow: Detached,133425
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,2,Whole house or bungalow: Semi-detached,321902
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,3,Whole house or bungalow: Terraced,351398
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,4,"Flat, maisonette or apartment",314219
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,5,A caravan or other mobile or temporary structure,1051
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,1,1 person in household,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,3,Whole house or bungalow: Terraced,0
