England and Wales Code,England and Wales,National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Household size (5 categories) Code,Household size (5 categories),Car or van availability (5 categories) Code,Car or van availability (5 categories),Accommodation type (5 categories) Code,Accommodation type (5 categories),Tenure of household (5 categories) Code,Tenure of household (5 categories),Observation
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,1,Whole house or bungalow: Detached,2,Rented: Social rented,3450
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,1,Whole house or bungalow: Detached,3,Private rented or lives rent free,5068
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,2,Whole house or bungalow: Semi-detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,2,Whole house or bungalow: Semi-detached,0,Owned: Owns outright,51847
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,2,Whole house or bungalow: Semi-detached,1,Owned: Owns with a mortgage or loan or shared ownership,6751
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,2,Whole house or bungalow: Semi-detached,2,Rented: Social rented,20783
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,2,Whole house or bungalow: Semi-detached,3,Private rented or lives rent free,9396
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,3,Whole house or bungalow: Terraced,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,3,Whole house or bungalow: Terraced,0,Owned: Owns outright,29332
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,3,Whole house or bungalow: Terraced,1,Owned: Owns with a mortgage or loan or shared ownership,5225
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,3,Whole house or bungalow: Terraced,2,Rented: Social rented,14142
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,3,Whole house or bungalow: Terraced,3,Private rented or lives rent free,10058
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,4,"Flat, maisonette or apartment",-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,4,"Flat, maisonette or apartment",0,Owned: Owns outright,14585
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,4,"Flat, maisonette or apartment",1,Owned: Owns with a mortgage or loan or shared ownership,3624
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,4,"Flat, maisonette or apartment",2,Rented: Social rented,45053
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,4,"Flat, maisonette or apartment",3,Private rented or lives rent free,21186
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,5,A caravan or other mobile or temporary structure,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,5,A caravan or other mobile or temporary structure,0,Owned: Owns outright,3192
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,5,A caravan or other mobile or temporary structure,1,Owned: Owns with a mortgage or loan or shared ownership,73
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,5,A caravan or other mobile or temporary structure,2,Rented: Social rented,238
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,1,1 car or van in household,5,A caravan or other mobile or temporary structure,3,Private rented or lives rent free,649
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,1,Whole house or bungalow: Detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,1,Whole house or bungalow: Detached,0,Owned: Owns outright,4205
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,1,Whole house or bungalow: Detached,1,Owned: Owns with a mortgage or loan or shared ownership,571
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,1,Whole house or bungalow: Detached,2,Rented: Social rented,149
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,1,Whole house or bungalow: Detached,3,Private rented or lives rent free,451
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,2,Whole house or bungalow: Semi-detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,2,Whole house or bungalow: Semi-detached,0,Owned: Owns outright,2845
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,2,Whole house or bungalow: Semi-detached,1,Owned: Owns with a mortgage or loan or shared ownership,692
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,2,Whole house or bungalow: Semi-detached,2,Rented: Social rented,770
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,2,Whole house or bungalow: Semi-detached,3,Private rented or lives rent free,623
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,3,Whole house or bungalow: Terraced,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,3,Whole house or bungalow: Terraced,0,Owned: Owns outright,1291
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,3,Whole house or bungalow: Terraced,1,Owned: Owns with a mortgage or loan or shared ownership,411
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,3,Whole house or bungalow: Terraced,2,Rented: Social rented,443
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,3,Whole house or bungalow: Terraced,3,Private rented or lives rent free,502
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",0,Owned: Owns outright,451
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",1,Owned: Owns with a mortgage or loan or shared ownership,170
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",2,Rented: Social rented,1135
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",3,Private rented or lives rent free,883
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,0,Owned: Owns outright,134
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,1,Owned: Owns with a mortgage or loan or shared ownership,3
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,2,Rented: Social rented,9
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,3,Private rented or lives rent free,58
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,0,Owned: Owns outright,895
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,1,Owned: Owns with a mortgage or loan or shared ownership,212
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,2,Rented: Social rented,28
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,3,Private rented or lives rent free,124
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,0,Owned: Owns outright,508
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,1,Owned: Owns with a mortgage or loan or shared ownership,145
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,2,Rented: Social rented,101
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,3,Private rented or lives rent free,133
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,0,Owned: Owns outright,233
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,1,Owned: Owns with a mortgage or loan or shared ownership,92
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,2,Rented: Social rented,61
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,3,Private rented or lives rent free,99
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",0,Owned: Owns outright,102
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",1,Owned: Owns with a mortgage or loan or shared ownership,55
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",2,Rented: Social rented,337
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",3,Private rented or lives rent free,351
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,0,Owned: Owns outright,52
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,1,Owned: Owns with a mortgage or loan or shared ownership,8
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,2,Rented: Social rented,8
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,1,1 person in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,3,Private rented or lives rent free,56
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,0,Owned: Owns outright,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,1,Owned: Owns with a mortgage or loan or shared ownership,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,2,Rented: Social rented,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,3,Private rented or lives rent free,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,2,Whole house or bungalow: Semi-detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,2,Whole house or bungalow: Semi-detached,0,Owned: Owns outright,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,2,Whole house or bungalow: Semi-detached,1,Owned: Owns with a mortgage or loan or shared ownership,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,2,Whole house or bungalow: Semi-detached,2,Rented: Social rented,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,2,Whole house or bungalow: Semi-detached,3,Private rented or lives rent free,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,3,Whole house or bungalow: Terraced,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,3,Whole house or bungalow: Terraced,0,Owned: Owns outright,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,3,Whole house or bungalow: Terraced,1,Owned: Owns with a mortgage or loan or shared ownership,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,3,Whole house or bungalow: Terraced,2,Rented: Social rented,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,3,Whole house or bungalow: Terraced,3,Private rented or lives rent free,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,4,"Flat, maisonette or apartment",-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,4,"Flat, maisonette or apartment",0,Owned: Owns outright,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,4,"Flat, maisonette or apartment",1,Owned: Owns with a mortgage or loan or shared ownership,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,4,"Flat, maisonette or apartment",2,Rented: Social rented,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,4,"Flat, maisonette or apartment",3,Private rented or lives rent free,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,5,A caravan or other mobile or temporary structure,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,5,A caravan or other mobile or temporary structure,0,Owned: Owns outright,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,5,A caravan or other mobile or temporary structure,1,Owned: Owns with a mortgage or loan or shared ownership,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,5,A caravan or other mobile or temporary structure,2,Rented: Social rented,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,-8,Does not apply,5,A caravan or other mobile or temporary structure,3,Private rented or lives rent free,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,1,Whole house or bungalow: Detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,1,Whole house or bungalow: Detached,0,Owned: Owns outright,6299
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,1,Whole house or bungalow: Detached,1,Owned: Owns with a mortgage or loan or shared ownership,606
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,1,Whole house or bungalow: Detached,2,Rented: Social rented,6104
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,1,Whole house or bungalow: Detached,3,Private rented or lives rent free,3082
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,2,Whole house or bungalow: Semi-detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,2,Whole house or bungalow: Semi-detached,0,Owned: Owns outright,14015
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,2,Whole house or bungalow: Semi-detached,1,Owned: Owns with a mortgage or loan or shared ownership,1848
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,2,Whole house or bungalow: Semi-detached,2,Rented: Social rented,28983
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,2,Whole house or bungalow: Semi-detached,3,Private rented or lives rent free,7455
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,3,Whole house or bungalow: Terraced,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,3,Whole house or bungalow: Terraced,0,Owned: Owns outright,11884
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,3,Whole house or bungalow: Terraced,1,Owned: Owns with a mortgage or loan or shared ownership,1830
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,3,Whole house or bungalow: Terraced,2,Rented: Social rented,21974
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,3,Whole house or bungalow: Terraced,3,Private rented or lives rent free,12223
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,4,"Flat, maisonette or apartment",-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,4,"Flat, maisonette or apartment",0,Owned: Owns outright,3318
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,4,"Flat, maisonette or apartment",1,Owned: Owns with a mortgage or loan or shared ownership,1080
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,4,"Flat, maisonette or apartment",2,Rented: Social rented,47258
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,4,"Flat, maisonette or apartment",3,Private rented or lives rent free,19071
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,5,A caravan or other mobile or temporary structure,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,5,A caravan or other mobile or temporary structure,0,Owned: Owns outright,394
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,5,A caravan or other mobile or temporary structure,1,Owned: Owns with a mortgage or loan or shared ownership,10
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,5,A caravan or other mobile or temporary structure,2,Rented: Social rented,218
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,0,No cars or vans in household,5,A caravan or other mobile or temporary structure,3,Private rented or lives rent free,229
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,1,Whole house or bungalow: Detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,1,Whole house or bungalow: Detached,0,Owned: Owns outright,45788
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,1,Whole house or bungalow: Detached,1,Owned: Owns with a mortgage or loan or shared ownership,3488
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,1,Whole house or bungalow: Detached,2,Rented: Social rented,3924
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,1,Whole house or bungalow: Detached,3,Private rented or lives rent free,3781
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,2,Whole house or bungalow: Semi-detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,2,Whole house or bungalow: Semi-detached,0,Owned: Owns outright,61243
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,2,Whole house or bungalow: Semi-detached,1,Owned: Owns with a mortgage or loan or shared ownership,6206
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,2,Whole house or bungalow: Semi-detached,2,Rented: Social rented,25073
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,2,Whole house or bungalow: Semi-detached,3,Private rented or lives rent free,8062
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,3,Whole house or bungalow: Terraced,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,3,Whole house or bungalow: Terraced,0,Owned: Owns outright,30450
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,3,Whole house or bungalow: Terraced,1,Owned: Owns with a mortgage or loan or shared ownership,4191
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,3,Whole house or bungalow: Terraced,2,Rented: Social rented,16239
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,3,Whole house or bungalow: Terraced,3,Private rented or lives rent free,7457
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,4,"Flat, maisonette or apartment",-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,4,"Flat, maisonette or apartment",0,Owned: Owns outright,6545
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,4,"Flat, maisonette or apartment",1,Owned: Owns with a mortgage or loan or shared ownership,1479
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,4,"Flat, maisonette or apartment",2,Rented: Social rented,19074
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,4,"Flat, maisonette or apartment",3,Private rented or lives rent free,8176
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,5,A caravan or other mobile or temporary structure,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,5,A caravan or other mobile or temporary structure,0,Owned: Owns outright,2667
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,5,A caravan or other mobile or temporary structure,1,Owned: Owns with a mortgage or loan or shared ownership,39
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,5,A caravan or other mobile or temporary structure,2,Rented: Social rented,214
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,1,1 car or van in household,5,A caravan or other mobile or temporary structure,3,Private rented or lives rent free,238
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,1,Whole house or bungalow: Detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,1,Whole house or bungalow: Detached,0,Owned: Owns outright,30196
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,1,Whole house or bungalow: Detached,1,Owned: Owns with a mortgage or loan or shared ownership,2599
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,1,Whole house or bungalow: Detached,2,Rented: Social rented,779
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,1,Whole house or bungalow: Detached,3,Private rented or lives rent free,1241
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,2,Whole house or bungalow: Semi-detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,2,Whole house or bungalow: Semi-detached,0,Owned: Owns outright,20169
